date,spain brent,spain co2,spain ind_prod,spain infl,spain unempl
2015-08-01,-0.1954196939378536,0.0572942321203804,-0.018,0.011,-0.0137933221323356
2015-09-01,0.0233705134082526,0.0296822119467563,0.017,0.008,-0.0093023926623136
2015-10-01,0.0168666153564212,0.0428294078774591,-0.002,-0.001,-0.009389740349839
2015-11-01,-0.0898122096710882,0.0668705360340773,-0.001,0.0,-0.0142520227072013
2015-12-01,-0.1524579637428922,-0.0125655807062301,-0.002,-0.007,-0.0047961722634928
2016-01-01,-0.2135866284080059,-0.0589300093294227,0.008,-0.021,-0.009661910911737
2016-02-01,0.0470824869710857,-0.0459145390857251,-0.002,0.021,-0.0097561749453647
2016-03-01,0.1717521198945713,0.0398670795165898,0.008,0.024,-0.0049140148024289
2016-04-01,0.0845220209710584,0.0096669612451023,0.004,-0.015,0.0
2016-05-01,0.1169810466808449,-0.0297463400255608,-0.019,0.0,-0.0099010709827116
2016-06-01,0.0317954986742829,-0.0564176123619404,0.002,-0.001,-0.0100000833345834
2016-07-01,-0.0708450668673652,-0.0871968363592046,0.001,-0.017,-0.0203052661607454
2016-08-01,0.0196063114888547,-0.0458201665892836,0.012,0.013,-0.0103093696588612
2016-09-01,0.0157994845878017,-0.0295553283070297,-0.004,0.0069999999999999,-0.0104167608582554
2016-10-01,0.0614200713820545,-0.0050884795088741,0.001,0.001,-0.0158314652166808
2016-11-01,-0.1017322109315839,0.0205013100558097,0.011,-0.006,0.0
2016-12-01,0.1754795133899129,0.0331134359438429,0.002,0.003,-0.0106952891167477
2017-01-01,0.0235435844455227,0.1481433112889227,0.01,-0.015,-0.0108109161042158
2017-02-01,0.0052992357906918,0.0295359841867046,-0.0069999999999999,0.007,-0.0109290705321902
2017-03-01,-0.0616388958143256,-0.0533886610526899,-0.002,0.014,-0.0110498361865849
2017-04-01,0.0138597021259614,-0.0165005941906102,-0.001,-0.002,-0.0224728558520586
2017-05-01,-0.0385862365942513,0.1042397380581761,0.013,-0.009,-0.0114286958236229
2017-06-01,-0.0819486223848993,0.1174400807631315,0.0,0.001,-0.017391742711869
2017-07-01,0.0444986433576897,0.0827821338380161,-0.001,-0.013,-0.0176995770994008
2017-08-01,0.0643064397533246,0.043274127848349,0.005,0.014,-0.0059701669865037
2017-09-01,0.0825688996700688,0.0363776567113092,0.006,0.004,0.0
2017-10-01,0.0239321645412102,0.0665387546273166,0.01,0.0,0.0
2017-11-01,0.0865620788292664,0.0881979929167506,0.01,-0.003,0.0
2017-12-01,0.0261267615095954,0.0565548598637377,0.015,-0.003,-0.006006024060212
2018-01-01,0.0706175672139535,-0.0299996781537252,-0.032,-0.015,-0.0121213605323449
2018-02-01,-0.0559669851762141,0.0018272266492616,0.009,0.016,-0.0122700925918142
2018-03-01,0.0106594583227828,0.0338514757267738,0.01,0.011,-0.0124225199985572
2018-04-01,0.0882350045036215,0.0096757453206564,-0.019,-0.004,-0.0189280098855186
2018-05-01,0.0653529169269315,-0.0273982174398632,0.003,0.001,-0.0128206884290615
2018-06-01,-0.0339553064464306,-0.0484502101730619,-0.011,-0.007,-0.0195445960729701
2018-07-01,-0.0021525637263604,-0.0304434587412529,0.001,-0.014,-0.0132452267500207
2018-08-01,-0.023437508307488,-0.0048415437302011,0.008,0.013,-0.0134230203321406
2018-09-01,0.0840542077316772,0.0002826025836277,-0.003,0.005,-0.0067796869853788
2018-10-01,0.0267649793656357,-0.0215799237866569,0.008,0.0009999999999999,0.0
2018-11-01,-0.2242857558929865,-0.0298312413973782,-0.0139999999999999,-0.009,-0.0068259650703998
2018-12-01,-0.1211865042882829,-0.0254733677345981,-0.002,-0.003,-0.0137933221323356
2019-01-01,0.035115366076285,-0.0754573011708004,0.027,-0.012,-0.0069686693160933
2019-02-01,0.0737953255981036,-0.0611239558694052,-0.006,0.019,-0.0070175726586467
2019-03-01,0.033515819587893,-0.0443451042169655,-0.004,0.0119999999999999,0.0
2019-04-01,0.0741403704366163,-0.0344248645135643,0.001,-0.0029999999999999,0.0
2019-05-01,0.0012627150046764,-0.0536311126830746,0.003,-0.009,0.0
2019-06-01,-0.1048621043335709,-0.0542004118426611,-0.0069999999999999,-0.003,0.0
2019-07-01,-0.0046823872033492,-0.0563569881326664,-0.0069999999999999,-0.01,0.0
2019-08-01,-0.0794171211658021,-0.0479064603082406,0.008,0.01,-0.0070671672230924
2019-09-01,0.0622174861226385,-0.0478081201036459,-0.006,0.005,-0.0071174677688639
2019-10-01,-0.0509331558559544,-0.0533411784942607,-0.001,0.0029999999999999,-0.0071684894786123
