date,co2_cap
2015-05-01,6.642718034350695
2015-06-01,6.524325181787491
2015-07-01,6.527972049514762
2015-08-01,6.5163618194583
2015-09-01,6.651378265286533
2015-10-01,6.799088363183138
2015-11-01,6.810735847205791
2015-12-01,6.805532328939606
2016-01-01,6.898036593906171
2016-02-01,6.86321336350992
2016-03-01,6.894676064571543
2016-04-01,6.761006852920711
2016-05-01,6.578643088899079
2016-06-01,6.53449894029749
2016-07-01,6.520561238919889
2016-08-01,6.500533687501021
2016-09-01,6.53405938672273
2016-10-01,6.806905196384111
2016-11-01,6.8881829943207675
2016-12-01,6.950779485640329
2017-01-01,7.023054026805837
2017-02-01,6.842148491171073
2017-03-01,6.787249392112975
2017-04-01,6.789993730232111
2017-05-01,6.570741639640646
2017-06-01,6.526235150811182
2017-07-01,6.508613272476029
