date,cows
2009-11-01,67910000.0
2009-12-01,72160000.0
2010-01-01,63090000.0
2010-02-01,59500000.0
2010-03-01,70740000.0
2010-04-01,66530000.0
2010-05-01,68360000.0
2010-06-01,65769999.99999999
2010-07-01,60290000.0
2010-08-01,70610000.0
2010-09-01,73450000.0
2010-10-01,73850000.0
2010-11-01,81900000.0
2010-12-01,81110000.0
2011-01-01,74970000.0
2011-02-01,67040000.00000001
2011-03-01,74480000.0
2011-04-01,70250000.0
2011-05-01,72600000.0
2011-06-01,69850000.0
2011-07-01,61690000.0
2011-08-01,71150000.0
2011-09-01,73010000.0
2011-10-01,72790000.0
2011-11-01,73610000.0
2011-12-01,75760000.0
2012-01-01,67880000.0
2012-02-01,64879999.99999999
2012-03-01,71910000.0
2012-04-01,70280000.0
2012-05-01,69330000.0
2012-06-01,66450000.0
2012-07-01,63240000.0
2012-08-01,67130000.0
2012-09-01,65090000.0
2012-10-01,76640000.0
2012-11-01,68570000.0
2012-12-01,71160000.0
2013-01-01,66450000.0
2013-02-01,60200000.0
2013-03-01,65900000.00000001
2013-04-01,67590000.0
2013-05-01,68630000.0
2013-06-01,60130000.0
2013-07-01,63920000.0
2013-08-01,63130000.0
2013-09-01,71760000.0
2013-10-01,75930000.0
2013-11-01,68600000.0
2013-12-01,73950000.0
2014-01-01,73570000.0
2014-02-01,62840000.0
2014-03-01,69000000.0
2014-04-01,67670000.0
2014-05-01,67870000.0
2014-06-01,68390000.0
2014-07-01,61650000.0
2014-08-01,63970000.0
2014-09-01,71750000.0
2014-10-01,80340000.0
2014-11-01,68720000.0
2014-12-01,79570000.0
2015-01-01,70460000.0
2015-02-01,64239999.99999999
2015-03-01,73850000.0
2015-04-01,69590000.0
2015-05-01,67310000.0
2015-06-01,79350000.0
2015-07-01,65370000.00000001
2015-08-01,69820000.0
2015-09-01,76810000.0
2015-10-01,77310000.0
2015-11-01,77360000.0
2015-12-01,81090000.0
2016-01-01,72000000.0
2016-02-01,72560000.0
2016-03-01,75620000.0
2016-04-01,72400000.0
2016-05-01,75190000.0
2016-06-01,76170000.0
2016-07-01,64840000.0
2016-08-01,76290000.0
2016-09-01,84180000.0
2016-10-01,81450000.0
2016-11-01,78280000.0
2016-12-01,82380000.0
2017-01-01,77000000.0
2017-02-01,69250000.0
2017-03-01,83370000.0
2017-04-01,70310000.0
2017-05-01,80900000.0
2017-06-01,76950000.0
2017-07-01,67780000.0
2017-08-01,75180000.0
2017-09-01,78550000.0
2017-10-01,81190000.0
2017-11-01,80200000.0
2017-12-01,79500000.0
2018-01-01,78370000.0
2018-02-01,69080000.0
2018-03-01,78630000.0
2018-04-01,73240000.0
2018-05-01,75970000.0
2018-06-01,68460000.0
2018-07-01,65840000.0
2018-08-01,74650000.0
2018-09-01,70390000.0
2018-10-01,82550000.0
2018-11-01,77670000.0
2018-12-01,73260000.0
2019-01-01,72250000.0
2019-02-01,63510000.0
2019-03-01,68040000.0
2019-04-01,71920000.0
2019-05-01,73150000.0
2019-06-01,64489999.99999999
2019-07-01,65440000.0
2019-08-01,69640000.0
2019-09-01,72480000.0
2019-10-01,76220000.0
