DATE,BRENT
9/1/1999,22.54
10/1/1999,22
11/1/1999,24.58
12/1/1999,25.47
1/1/2000,25.51
2/1/2000,27.78
3/1/2000,27.49
4/1/2000,22.76
5/1/2000,27.74
6/1/2000,29.8
7/1/2000,28.68
8/1/2000,30.2
9/1/2000,33.14
10/1/2000,30.96
11/1/2000,32.55
12/1/2000,25.66
1/1/2001,25.62
2/1/2001,27.5
3/1/2001,24.5
4/1/2001,25.66
5/1/2001,28.31
6/1/2001,27.85
7/1/2001,24.61
8/1/2001,25.68
9/1/2001,25.62
10/1/2001,20.54
11/1/2001,18.8
12/1/2001,18.71
1/1/2002,19.42
2/1/2002,20.28
3/1/2002,23.7
4/1/2002,25.73
5/1/2002,25.35
6/1/2002,24.08
7/1/2002,25.74
8/1/2002,26.65
9/1/2002,28.4
10/1/2002,27.54
11/1/2002,24.34
12/1/2002,28.33
1/1/2003,31.18
2/1/2003,32.77
3/1/2003,30.61
4/1/2003,25
5/1/2003,25.86
6/1/2003,27.65
7/1/2003,28.35
8/1/2003,29.89
9/1/2003,27.11
10/1/2003,29.61
11/1/2003,28.75
12/1/2003,29.81
1/1/2004,31.28
2/1/2004,30.86
3/1/2004,33.63
4/1/2004,33.59
5/1/2004,37.57
6/1/2004,35.18
7/1/2004,38.22
8/1/2004,42.74
9/1/2004,43.2
10/1/2004,49.78
11/1/2004,43.11
12/1/2004,39.6
1/1/2005,44.51
2/1/2005,45.48
3/1/2005,53.1
4/1/2005,51.88
5/1/2005,48.65
6/1/2005,54.35
7/1/2005,57.52
8/1/2005,63.98
9/1/2005,62.91
10/1/2005,58.54
11/1/2005,55.24
12/1/2005,56.86
1/1/2006,62.99
2/1/2006,60.21
3/1/2006,62.06
4/1/2006,70.26
5/1/2006,69.78
6/1/2006,68.56
7/1/2006,73.67
8/1/2006,73.23
9/1/2006,61.96
10/1/2006,57.81
11/1/2006,58.76
12/1/2006,62.47
1/1/2007,53.68
2/1/2007,57.56
3/1/2007,62.05
4/1/2007,67.49
5/1/2007,67.21
6/1/2007,71.05
7/1/2007,76.93
8/1/2007,70.76
9/1/2007,77.17
10/1/2007,82.34
11/1/2007,92.41
12/1/2007,90.93
1/1/2008,92.18
2/1/2008,94.99
3/1/2008,103.64
4/1/2008,109.07
5/1/2008,122.8
6/1/2008,132.32
7/1/2008,132.72
8/1/2008,113.24
9/1/2008,97.23
10/1/2008,71.58
11/1/2008,52.45
12/1/2008,39.95
1/1/2009,43.44
2/1/2009,43.32
3/1/2009,46.54
4/1/2009,50.18
5/1/2009,57.3
6/1/2009,68.61
7/1/2009,64.44
8/1/2009,72.51
9/1/2009,67.65
10/1/2009,72.77
11/1/2009,76.66
12/1/2009,74.46
1/1/2010,76.17
2/1/2010,73.75
3/1/2010,78.83
4/1/2010,84.82
5/1/2010,75.95
6/1/2010,74.76
7/1/2010,75.58
8/1/2010,77.04
9/1/2010,77.84
10/1/2010,82.67
11/1/2010,85.28
12/1/2010,91.45
1/1/2011,96.52
2/1/2011,103.72
3/1/2011,114.64
4/1/2011,123.26
5/1/2011,114.99
6/1/2011,113.83
7/1/2011,116.97
8/1/2011,110.22
9/1/2011,112.83
10/1/2011,109.55
11/1/2011,110.77
12/1/2011,107.87
1/1/2012,110.69
2/1/2012,119.33
3/1/2012,125.45
4/1/2012,119.75
5/1/2012,110.34
6/1/2012,95.16
7/1/2012,102.62
8/1/2012,113.36
9/1/2012,112.86
10/1/2012,111.71
11/1/2012,109.06
12/1/2012,109.49
1/1/2013,112.96
2/1/2013,116.05
3/1/2013,108.47
4/1/2013,102.25
5/1/2013,102.56
6/1/2013,102.92
7/1/2013,107.93
8/1/2013,111.28
9/1/2013,111.6
10/1/2013,109.08
11/1/2013,107.79
12/1/2013,110.76
1/1/2014,108.12
2/1/2014,108.9
3/1/2014,107.48
4/1/2014,107.76
5/1/2014,109.54
6/1/2014,111.8
7/1/2014,106.77
8/1/2014,101.61
9/1/2014,97.09
10/1/2014,87.43
11/1/2014,79.44
12/1/2014,62.34
1/1/2015,47.76
2/1/2015,58.1
3/1/2015,55.89
4/1/2015,59.52
5/1/2015,64.08
6/1/2015,61.48
7/1/2015,56.56
8/1/2015,46.52
9/1/2015,47.62
10/1/2015,48.43
11/1/2015,44.27
12/1/2015,38.01
1/1/2016,30.7
2/1/2016,32.18
3/1/2016,38.21
4/1/2016,41.58
5/1/2016,46.74
6/1/2016,48.25
7/1/2016,44.95
8/1/2016,45.84
9/1/2016,46.57
10/1/2016,49.52
11/1/2016,44.73
12/1/2016,53.31
1/1/2017,54.58
2/1/2017,54.87
3/1/2017,51.59
4/1/2017,52.31
5/1/2017,50.33
6/1/2017,46.37
7/1/2017,48.48
8/1/2017,51.7
9/1/2017,56.15
10/1/2017,57.51
11/1/2017,62.71
12/1/2017,64.37
1/1/2018,69.08
2/1/2018,65.32
3/1/2018,66.02
4/1/2018,72.11
5/1/2018,76.98
6/1/2018,74.41
7/1/2018,74.25
8/1/2018,72.53
9/1/2018,78.89
10/1/2018,81.03
11/1/2018,64.75
12/1/2018,57.36
1/1/2019,59.41
2/1/2019,63.96
3/1/2019,66.14
4/1/2019,71.23
5/1/2019,71.32
6/1/2019,64.22
7/1/2019,63.92
8/1/2019,59.04
9/1/2019,62.83
10/1/2019,59.71
11/1/2019,63.21
12/1/2019,67.31
1/1/2020,63.65
2/1/2020,55.66
3/1/2020,32.01
4/1/2020,18.38
5/1/2020,29.38
6/1/2020,40.27
7/1/2020,43.24
8/1/2020,44.74
9/1/2020,40.91
10/1/2020,40.19
11/1/2020,42.69
12/1/2020,49.99
1/1/2021,54.77
2/1/2021,62.28
3/1/2021,65.41
4/1/2021,64.81
5/1/2021,68.53
6/1/2021,73.16
7/1/2021,75.17
8/1/2021,70.75
9/1/2021,74.49
10/1/2021,83.54
11/1/2021,81.05
12/1/2021,74.17
1/1/2022,86.51
2/1/2022,97.13
3/1/2022,117.25
4/1/2022,104.58
5/1/2022,113.34
6/1/2022,122.71
7/1/2022,111.93
8/1/2022,100.45
9/1/2022,89.76
10/1/2022,93.33
11/1/2022,91.42
12/1/2022,80.92
1/1/2023,82.5
2/1/2023,82.59
3/1/2023,78.43
4/1/2023,84.64
5/1/2023,75.47
6/1/2023,74.84
7/1/2023,80.11
8/1/2023,86.15
