LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Period,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2000-Q2,Q2-2000,PER,Persons,3,Thousands,,,1401.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2000-Q3,Q3-2000,PER,Persons,3,Thousands,,,1401.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2000-Q4,Q4-2000,PER,Persons,3,Thousands,,,1401.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2001-Q1,Q1-2001,PER,Persons,3,Thousands,,,1392.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2001-Q2,Q2-2001,PER,Persons,3,Thousands,,,1392.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2001-Q3,Q3-2001,PER,Persons,3,Thousands,,,1392.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2001-Q4,Q4-2001,PER,Persons,3,Thousands,,,1392.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2002-Q1,Q1-2002,PER,Persons,3,Thousands,,,1383.5,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2002-Q2,Q2-2002,PER,Persons,3,Thousands,,,1383.5,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2002-Q3,Q3-2002,PER,Persons,3,Thousands,,,1383.5,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2002-Q4,Q4-2002,PER,Persons,3,Thousands,,,1383.5,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2003-Q1,Q1-2003,PER,Persons,3,Thousands,,,1375.2,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2003-Q2,Q2-2003,PER,Persons,3,Thousands,,,1375.2,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2003-Q3,Q3-2003,PER,Persons,3,Thousands,,,1375.2,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2003-Q4,Q4-2003,PER,Persons,3,Thousands,,,1375.2,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2004-Q1,Q1-2004,PER,Persons,3,Thousands,,,1366.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2004-Q2,Q2-2004,PER,Persons,3,Thousands,,,1366.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2004-Q3,Q3-2004,PER,Persons,3,Thousands,,,1366.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2004-Q4,Q4-2004,PER,Persons,3,Thousands,,,1366.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2005-Q1,Q1-2005,PER,Persons,3,Thousands,,,1358.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2005-Q2,Q2-2005,PER,Persons,3,Thousands,,,1358.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2005-Q3,Q3-2005,PER,Persons,3,Thousands,,,1358.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2005-Q4,Q4-2005,PER,Persons,3,Thousands,,,1358.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2006-Q1,Q1-2006,PER,Persons,3,Thousands,,,1350.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2006-Q2,Q2-2006,PER,Persons,3,Thousands,,,1350.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2006-Q3,Q3-2006,PER,Persons,3,Thousands,,,1350.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2006-Q4,Q4-2006,PER,Persons,3,Thousands,,,1350.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2007-Q1,Q1-2007,PER,Persons,3,Thousands,,,1342.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2007-Q2,Q2-2007,PER,Persons,3,Thousands,,,1342.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2007-Q3,Q3-2007,PER,Persons,3,Thousands,,,1342.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2007-Q4,Q4-2007,PER,Persons,3,Thousands,,,1342.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2008-Q1,Q1-2008,PER,Persons,3,Thousands,,,1338.4,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2008-Q2,Q2-2008,PER,Persons,3,Thousands,,,1338.4,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2008-Q3,Q3-2008,PER,Persons,3,Thousands,,,1338.4,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2008-Q4,Q4-2008,PER,Persons,3,Thousands,,,1338.4,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2009-Q1,Q1-2009,PER,Persons,3,Thousands,,,1335.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2009-Q2,Q2-2009,PER,Persons,3,Thousands,,,1335.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2009-Q3,Q3-2009,PER,Persons,3,Thousands,,,1335.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2009-Q4,Q4-2009,PER,Persons,3,Thousands,,,1335.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2010-Q1,Q1-2010,PER,Persons,3,Thousands,,,1333.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2010-Q2,Q2-2010,PER,Persons,3,Thousands,,,1333.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2010-Q3,Q3-2010,PER,Persons,3,Thousands,,,1333.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2010-Q4,Q4-2010,PER,Persons,3,Thousands,,,1333.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2011-Q1,Q1-2011,PER,Persons,3,Thousands,,,1329.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2011-Q2,Q2-2011,PER,Persons,3,Thousands,,,1329.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2011-Q3,Q3-2011,PER,Persons,3,Thousands,,,1329.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2011-Q4,Q4-2011,PER,Persons,3,Thousands,,,1329.7,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2012-Q1,Q1-2012,PER,Persons,3,Thousands,,,1325.2,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2012-Q2,Q2-2012,PER,Persons,3,Thousands,,,1325.2,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2012-Q3,Q3-2012,PER,Persons,3,Thousands,,,1325.2,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2012-Q4,Q4-2012,PER,Persons,3,Thousands,,,1325.2,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2013-Q1,Q1-2013,PER,Persons,3,Thousands,,,1320.2,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2013-Q2,Q2-2013,PER,Persons,3,Thousands,,,1320.2,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2013-Q3,Q3-2013,PER,Persons,3,Thousands,,,1320.2,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2013-Q4,Q4-2013,PER,Persons,3,Thousands,,,1320.2,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2014-Q1,Q1-2014,PER,Persons,3,Thousands,,,1315.8,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2014-Q2,Q2-2014,PER,Persons,3,Thousands,,,1315.8,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2014-Q3,Q3-2014,PER,Persons,3,Thousands,,,1315.8,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2014-Q4,Q4-2014,PER,Persons,3,Thousands,,,1315.8,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2015-Q1,Q1-2015,PER,Persons,3,Thousands,,,1313.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2015-Q2,Q2-2015,PER,Persons,3,Thousands,,,1313.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2015-Q3,Q3-2015,PER,Persons,3,Thousands,,,1313.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2015-Q4,Q4-2015,PER,Persons,3,Thousands,,,1313.3,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2016-Q1,Q1-2016,PER,Persons,3,Thousands,,,1315.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2016-Q2,Q2-2016,PER,Persons,3,Thousands,,,1315.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2016-Q3,Q3-2016,PER,Persons,3,Thousands,,,1315.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2016-Q4,Q4-2016,PER,Persons,3,Thousands,,,1315.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2017-Q1,Q1-2017,PER,Persons,3,Thousands,,,1315.6,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2017-Q2,Q2-2017,PER,Persons,3,Thousands,,,1315.6,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2017-Q3,Q3-2017,PER,Persons,3,Thousands,,,1315.6,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2017-Q4,Q4-2017,PER,Persons,3,Thousands,,,1315.6,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2018-Q1,Q1-2018,PER,Persons,3,Thousands,,,1319.1,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2018-Q2,Q2-2018,PER,Persons,3,Thousands,,,1319.1,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2018-Q3,Q3-2018,PER,Persons,3,Thousands,,,1319.1,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2018-Q4,Q4-2018,PER,Persons,3,Thousands,,,1319.1,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2019-Q1,Q1-2019,PER,Persons,3,Thousands,,,1324.8,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2019-Q2,Q2-2019,PER,Persons,3,Thousands,,,1324.8,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2019-Q3,Q3-2019,PER,Persons,3,Thousands,,,1324.8,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2019-Q4,Q4-2019,PER,Persons,3,Thousands,,,1324.8,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2020-Q1,Q1-2020,PER,Persons,3,Thousands,,,1328.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2020-Q2,Q2-2020,PER,Persons,3,Thousands,,,1328.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2020-Q3,Q3-2020,PER,Persons,3,Thousands,,,1328.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2020-Q4,Q4-2020,PER,Persons,3,Thousands,,,1328.9,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2021-Q1,Q1-2021,PER,Persons,3,Thousands,,,1330.1,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2021-Q2,Q2-2021,PER,Persons,3,Thousands,,,1330.1,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2021-Q3,Q3-2021,PER,Persons,3,Thousands,,,1330.1,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2021-Q4,Q4-2021,PER,Persons,3,Thousands,,,1330.1,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2022-Q1,Q1-2022,PER,Persons,3,Thousands,,,1331.8,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2022-Q2,Q2-2022,PER,Persons,3,Thousands,,,1331.8,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2022-Q3,Q3-2022,PER,Persons,3,Thousands,,,1331.8,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2022-Q4,Q4-2022,PER,Persons,3,Thousands,,,1331.8,,
EST,Estonia,POPNC,Total population,PER,Persons,Q,Quarterly,2023-Q1,Q1-2023,PER,Persons,3,Thousands,,,1365.9,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1995-Q1,Q1-1995,PER,Persons,3,Thousands,,,1989.2,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1995-Q2,Q2-1995,PER,Persons,3,Thousands,,,1988,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1995-Q3,Q3-1995,PER,Persons,3,Thousands,,,1988,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1995-Q4,Q4-1995,PER,Persons,3,Thousands,,,1989.6,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1996-Q1,Q1-1996,PER,Persons,3,Thousands,,,1990.9,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1996-Q2,Q2-1996,PER,Persons,3,Thousands,,,1991.1,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1996-Q3,Q3-1996,PER,Persons,3,Thousands,,,1989.6,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1996-Q4,Q4-1996,PER,Persons,3,Thousands,,,1987.8,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1997-Q1,Q1-1997,PER,Persons,3,Thousands,,,1987,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1997-Q2,Q2-1997,PER,Persons,3,Thousands,,,1986.6,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1997-Q3,Q3-1997,PER,Persons,3,Thousands,,,1986.1,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1997-Q4,Q4-1997,PER,Persons,3,Thousands,,,1985.5,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1998-Q1,Q1-1998,PER,Persons,3,Thousands,,,1984.5,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1998-Q2,Q2-1998,PER,Persons,3,Thousands,,,1983,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1998-Q3,Q3-1998,PER,Persons,3,Thousands,,,1981.9,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1998-Q4,Q4-1998,PER,Persons,3,Thousands,,,1980.1,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1999-Q1,Q1-1999,PER,Persons,3,Thousands,,,1979.4,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1999-Q2,Q2-1999,PER,Persons,3,Thousands,,,1982.6,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1999-Q3,Q3-1999,PER,Persons,3,Thousands,,,1985.7,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1999-Q4,Q4-1999,PER,Persons,3,Thousands,,,1987.2,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2000-Q1,Q1-2000,PER,Persons,3,Thousands,,,1988.4,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2000-Q2,Q2-2000,PER,Persons,3,Thousands,,,1989.3,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2000-Q3,Q3-2000,PER,Persons,3,Thousands,,,1989.8,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2000-Q4,Q4-2000,PER,Persons,3,Thousands,,,1990.1,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2001-Q1,Q1-2001,PER,Persons,3,Thousands,,,1990.8,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2001-Q2,Q2-2001,PER,Persons,3,Thousands,,,1991.4,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2001-Q3,Q3-2001,PER,Persons,3,Thousands,,,1992.1,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2001-Q4,Q4-2001,PER,Persons,3,Thousands,,,1993.4,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2002-Q1,Q1-2002,PER,Persons,3,Thousands,,,1994.8,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2002-Q2,Q2-2002,PER,Persons,3,Thousands,,,1995.3,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2002-Q3,Q3-2002,PER,Persons,3,Thousands,,,1995,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2002-Q4,Q4-2002,PER,Persons,3,Thousands,,,1995,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2003-Q1,Q1-2003,PER,Persons,3,Thousands,,,1995.3,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2003-Q2,Q2-2003,PER,Persons,3,Thousands,,,1995.9,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2003-Q3,Q3-2003,PER,Persons,3,Thousands,,,1996.8,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2003-Q4,Q4-2003,PER,Persons,3,Thousands,,,1997,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2004-Q1,Q1-2004,PER,Persons,3,Thousands,,,1996.9,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2004-Q2,Q2-2004,PER,Persons,3,Thousands,,,1996.9,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2004-Q3,Q3-2004,PER,Persons,3,Thousands,,,1997.3,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2004-Q4,Q4-2004,PER,Persons,3,Thousands,,,1998,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2005-Q1,Q1-2005,PER,Persons,3,Thousands,,,1998.4,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2005-Q2,Q2-2005,PER,Persons,3,Thousands,,,1999.8,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2005-Q3,Q3-2005,PER,Persons,3,Thousands,,,2001.8,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2005-Q4,Q4-2005,PER,Persons,3,Thousands,,,2003.3,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2006-Q1,Q1-2006,PER,Persons,3,Thousands,,,2004.4,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2006-Q2,Q2-2006,PER,Persons,3,Thousands,,,2006.7,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2006-Q3,Q3-2006,PER,Persons,3,Thousands,,,2009.5,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2006-Q4,Q4-2006,PER,Persons,3,Thousands,,,2010.8,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2007-Q1,Q1-2007,PER,Persons,3,Thousands,,,2012.5,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2007-Q2,Q2-2007,PER,Persons,3,Thousands,,,2016.7,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2007-Q3,Q3-2007,PER,Persons,3,Thousands,,,2021.4,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2007-Q4,Q4-2007,PER,Persons,3,Thousands,,,2024.9,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2008-Q1,Q1-2008,PER,Persons,3,Thousands,,,2013.8,B,Break
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2008-Q2,Q2-2008,PER,Persons,3,Thousands,,,2019.8,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2008-Q3,Q3-2008,PER,Persons,3,Thousands,,,2024.7,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2008-Q4,Q4-2008,PER,Persons,3,Thousands,,,2029.7,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2009-Q1,Q1-2009,PER,Persons,3,Thousands,,,2035.9,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2009-Q2,Q2-2009,PER,Persons,3,Thousands,,,2040.7,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2009-Q3,Q3-2009,PER,Persons,3,Thousands,,,2043.8,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2009-Q4,Q4-2009,PER,Persons,3,Thousands,,,2046.2,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2010-Q1,Q1-2010,PER,Persons,3,Thousands,,,2048.1,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2010-Q2,Q2-2010,PER,Persons,3,Thousands,,,2049.1,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2010-Q3,Q3-2010,PER,Persons,3,Thousands,,,2048.8,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2010-Q4,Q4-2010,PER,Persons,3,Thousands,,,2049.3,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2011-Q1,Q1-2011,PER,Persons,3,Thousands,,,2051,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2011-Q2,Q2-2011,PER,Persons,3,Thousands,,,2052.2,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2011-Q3,Q3-2011,PER,Persons,3,Thousands,,,2053.4,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2011-Q4,Q4-2011,PER,Persons,3,Thousands,,,2054.8,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2012-Q1,Q1-2012,PER,Persons,3,Thousands,,,2055.8,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2012-Q2,Q2-2012,PER,Persons,3,Thousands,,,2056.2,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2012-Q3,Q3-2012,PER,Persons,3,Thousands,,,2057,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2012-Q4,Q4-2012,PER,Persons,3,Thousands,,,2058.1,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2013-Q1,Q1-2013,PER,Persons,3,Thousands,,,2058.9,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2013-Q2,Q2-2013,PER,Persons,3,Thousands,,,2059.2,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2013-Q3,Q3-2013,PER,Persons,3,Thousands,,,2059.7,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2013-Q4,Q4-2013,PER,Persons,3,Thousands,,,2060.5,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2014-Q1,Q1-2014,PER,Persons,3,Thousands,,,2061.2,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2014-Q2,Q2-2014,PER,Persons,3,Thousands,,,2061.7,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2014-Q3,Q3-2014,PER,Persons,3,Thousands,,,2061.9,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2014-Q4,Q4-2014,PER,Persons,3,Thousands,,,2062.4,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2015-Q1,Q1-2015,PER,Persons,3,Thousands,,,2062.7,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2015-Q2,Q2-2015,PER,Persons,3,Thousands,,,2063,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2015-Q3,Q3-2015,PER,Persons,3,Thousands,,,2063.6,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2015-Q4,Q4-2015,PER,Persons,3,Thousands,,,2063.9,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2016-Q1,Q1-2016,PER,Persons,3,Thousands,,,2064,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2016-Q2,Q2-2016,PER,Persons,3,Thousands,,,2064.3,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2016-Q3,Q3-2016,PER,Persons,3,Thousands,,,2064.8,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2016-Q4,Q4-2016,PER,Persons,3,Thousands,,,2065.4,,
SVN,Slovenia,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2017-Q1,Q1-2017,PER,Persons,3,Thousands,,,2065.6,,
