series,log,diff_level,diff_order,regression,stationary,p_value
co2_cap,1,0,2,ctt,0.06666666666666667,0.6996325576942934
co2_cap,1,0,2,n,0.2857142857142857,0.32447680256249345
co2_cap,1,1,1,c,0.631578947368421,0.14883891000262925
co2_cap,1,1,1,ct,0.0,0.5786284330860446
co2_cap,1,1,1,ctt,0.14285714285714285,0.549195679343009
co2_cap,1,1,1,n,0.3333333333333333,0.15952659041762587
co2_cap,1,1,2,c,1.0,1.8664851007877014e-05
co2_cap,1,2,1,c,0.631578947368421,0.14699973682575548
co2_cap,1,2,1,ct,0.0,0.5537954688448089
co2_cap,1,2,1,ctt,0.14285714285714285,0.532684188877202
co2_cap,1,2,1,n,0.3333333333333333,0.16760968560202216
co2_cap,1,2,2,c,1.0,0.002958561746592056
co2_cap,1,4,1,c,0.6842105263157895,0.12876346133789404
co2_cap,1,4,1,ct,0.0,0.5136758132402913
co2_cap,1,4,1,ctt,0.16666666666666666,0.5359985885092394
co2_cap,1,4,1,n,0.4,0.16426386553048383
co2_cap,1,4,2,c,0.7368421052631579,0.07752011191016739
co2_cap,1,4,2,ct,0.0,0.4891982826296114
co2_cap,1,4,2,ctt,0.0,0.5815202386546823
co2_cap,1,4,2,n,0.8,0.04617447826439404
co2_cap,1,8,1,c,0.47368421052631576,0.1560990821578967
co2_cap,1,8,1,ct,0.1,0.5330383870122463
co2_cap,1,8,1,ctt,0.1111111111111111,0.48285072897045445
co2_cap,1,8,1,n,0.625,0.1142158996524718
co2_cap,1,8,2,c,0.47368421052631576,0.15547069264272803
co2_cap,1,8,2,ct,0.2,0.32593864860020194
co2_cap,1,8,2,ctt,0.0,0.6575642266381463
co2_cap,1,8,2,n,1.0,0.03424051039427067
gdp,0,0,1,c,0.0,0.9450692339732141
gdp,0,0,1,ct,0.05263157894736842,0.7718563452462893
gdp,0,0,1,ctt,0.05555555555555555,0.7959576939043851
gdp,0,0,1,n,0.0,0.9935409600645765
gdp,0,0,2,c,0.0,0.9450692339732141
gdp,0,0,2,ct,0.05263157894736842,0.7718563452462893
gdp,0,0,2,ctt,0.05555555555555555,0.7959576939043851
gdp,0,0,2,n,0.0,0.9935409600645765
gdp,0,1,1,c,0.9473684210526315,0.04061307397617318
gdp,0,1,1,ct,0.0,0.5352691486071439
gdp,0,1,1,ctt,0.0,0.6463567515097106
gdp,0,1,1,n,0.0,0.6745331378737034
gdp,0,1,2,c,0.9473684210526315,0.008948860388831576
gdp,0,1,2,ct,0.0,0.1113657549905483
gdp,0,1,2,ctt,0.0,0.1904000409655861
gdp,0,1,2,n,1.0,0.02734725285083967
gdp,0,2,1,c,0.3684210526315789,0.3005291869538704
gdp,0,2,1,ct,0.16666666666666666,0.46630824750816036
gdp,0,2,1,ctt,0.0,0.48735288483623257
gdp,0,2,1,n,0.1,0.53383050768807
gdp,0,2,2,c,0.7894736842105263,0.05765256176530865
gdp,0,2,2,ct,0.25,0.4045823807244949
gdp,0,2,2,ctt,0.3333333333333333,0.43105170812873156
gdp,0,2,2,n,1.0,0.058826632000409045
gdp,0,4,1,c,0.15789473684210525,0.47153237528401265
gdp,0,4,1,ct,0.0,0.6526070505847332
gdp,0,4,1,ctt,0.125,0.63911031229701
gdp,0,4,1,n,0.07142857142857142,0.6528276031835637
gdp,0,4,2,c,0.47368421052631576,0.22189751917013473
gdp,0,4,2,ct,0.0,0.6231842120606419
gdp,0,4,2,ctt,0.0,0.5720590709823009
gdp,0,4,2,n,0.6,0.12677241447218077
gdp,0,8,1,c,0.05263157894736842,0.5160885156980054
gdp,0,8,1,ct,0.0,0.6029017113955155
gdp,0,8,1,ctt,0.2777777777777778,0.42347780861659573
gdp,0,8,1,n,0.07692307692307693,0.643960966075691
gdp,0,8,2,c,0.3684210526315789,0.2808133349271697
gdp,0,8,2,ct,0.0,0.5025006537608997
gdp,0,8,2,ctt,0.0,0.5337860399021782
gdp,0,8,2,n,0.5833333333333334,0.14811387048579014
gdp,1,0,1,c,0.05263157894736842,0.762221112294705
gdp,1,0,1,ct,0.1111111111111111,0.45121578631509884
gdp,1,0,1,ctt,0.0,0.717514870280139
gdp,1,0,1,n,0.0,0.9948563259104815
gdp,1,0,2,c,0.05263157894736842,0.762221112294705
gdp,1,0,2,ct,0.1111111111111111,0.45121578631509884
gdp,1,0,2,ctt,0.0,0.717514870280139
gdp,1,0,2,n,0.0,0.9948563259104815
gdp,1,1,1,c,1.0,0.0033756971714992146
gdp,1,1,2,c,0.9473684210526315,0.005553607634877322
gdp,1,1,2,ct,1.0,0.09076989808244257
gdp,1,2,1,c,0.631578947368421,0.09788986214934171
gdp,1,2,1,ct,0.0,0.46824876558158346
gdp,1,2,1,ctt,0.0,0.4925106558331098
gdp,1,2,1,n,0.14285714285714285,0.2634339520299464
gdp,1,2,2,c,0.8947368421052632,0.049361622266439295
gdp,1,2,2,ct,0.0,0.617854040355976
gdp,1,2,2,ctt,0.5,0.4171838462149535
gdp,1,2,2,n,1.0,0.06393617066648002
gdp,1,4,1,c,0.3684210526315789,0.28548847994940346
gdp,1,4,1,ct,0.08333333333333333,0.6511024668460971
gdp,1,4,1,ctt,0.0,0.5737908497386457
gdp,1,4,1,n,0.09090909090909091,0.4255382476582366
gdp,1,4,2,c,0.47368421052631576,0.16187620759616922
gdp,1,4,2,ct,0.0,0.5260668113208616
gdp,1,4,2,ctt,0.0,0.593930780413081
gdp,1,4,2,n,0.9,0.04737869973168844
gdp,1,8,1,c,0.21052631578947367,0.3158397711025498
gdp,1,8,1,ct,0.0,0.6490153403636237
gdp,1,8,1,ctt,0.06666666666666667,0.4522792158217842
gdp,1,8,1,n,0.07142857142857142,0.41732848780667037
gdp,1,8,2,c,0.3684210526315789,0.2305129531750907
gdp,1,8,2,ct,0.08333333333333333,0.4353667366435292
gdp,1,8,2,ctt,0.0,0.5440081241157046
gdp,1,8,2,n,0.6363636363636364,0.07739843947540029
gdp_cap,0,0,1,c,0.0,0.9471580685825329
gdp_cap,0,0,1,ct,0.05263157894736842,0.765725612353805
gdp_cap,0,0,1,ctt,0.05555555555555555,0.7593834966899654
gdp_cap,0,0,1,n,0.0,0.9941650424338633
gdp_cap,0,0,2,c,0.0,0.9471580685825329
gdp_cap,0,0,2,ct,0.05263157894736842,0.765725612353805
gdp_cap,0,0,2,ctt,0.05555555555555555,0.7593834966899654
gdp_cap,0,0,2,n,0.0,0.9941650424338633
gdp_cap,0,1,1,c,0.8947368421052632,0.06675628995882671
gdp_cap,0,1,1,ct,0.0,0.5674337339272966
gdp_cap,0,1,1,ctt,0.0,0.5365019251406427
gdp_cap,0,1,1,n,0.0,0.6888097630082219
gdp_cap,0,1,2,c,0.9473684210526315,0.008230992107101945
gdp_cap,0,1,2,ct,1.0,0.09905499338815626
gdp_cap,0,2,1,c,0.3684210526315789,0.31027487549175453
gdp_cap,0,2,1,ct,0.16666666666666666,0.46788449231246515
gdp_cap,0,2,1,ctt,0.0,0.4871806772801518
gdp_cap,0,2,1,n,0.1,0.5312428954469576
gdp_cap,0,2,2,c,0.8421052631578947,0.044435952456818244
gdp_cap,0,2,2,ct,0.3333333333333333,0.37229412850772725
gdp_cap,0,2,2,ctt,0.0,0.6813781071057243
gdp_cap,0,2,2,n,1.0,0.06041576769010751
gdp_cap,0,4,1,c,0.21052631578947367,0.44773566161112405
gdp_cap,0,4,1,ct,0.06666666666666667,0.6696987552485789
gdp_cap,0,4,1,ctt,0.07142857142857142,0.6589740544399513
gdp_cap,0,4,1,n,0.07692307692307693,0.6271185414683447
gdp_cap,0,4,2,c,0.47368421052631576,0.21709898239763015
gdp_cap,0,4,2,ct,0.0,0.606710500536322
gdp_cap,0,4,2,ctt,0.1,0.5788336415553503
gdp_cap,0,4,2,n,0.5555555555555556,0.13213067430974385
gdp_cap,0,8,1,c,0.21052631578947367,0.5002648486297419
gdp_cap,0,8,1,ct,0.06666666666666667,0.6545319177307587
gdp_cap,0,8,1,ctt,0.14285714285714285,0.5209242288805301
gdp_cap,0,8,1,n,0.08333333333333333,0.6720128861730706
gdp_cap,0,8,2,c,0.3684210526315789,0.2733927698606963
gdp_cap,0,8,2,ct,0.08333333333333333,0.48798331214857144
gdp_cap,0,8,2,ctt,0.09090909090909091,0.49588114116539633
gdp_cap,0,8,2,n,0.6,0.15648764194918152
gdp_cap,1,0,1,c,0.05263157894736842,0.7728109230680911
gdp_cap,1,0,1,ct,0.1111111111111111,0.48897915005685477
gdp_cap,1,0,1,ctt,0.0,0.7110719080861503
gdp_cap,1,0,1,n,0.0,0.9956362186236751
gdp_cap,1,0,2,c,0.05263157894736842,0.7728109230680911
gdp_cap,1,0,2,ct,0.1111111111111111,0.48897915005685477
gdp_cap,1,0,2,ctt,0.0,0.7110719080861503
gdp_cap,1,0,2,n,0.0,0.9956362186236751
gdp_cap,1,1,1,c,0.9473684210526315,0.00882955935704031
gdp_cap,1,1,1,ct,0.0,0.3815370708201603
gdp_cap,1,1,1,ctt,0.0,0.2703103381204934
gdp_cap,1,1,1,n,0.0,0.38605178711107757
gdp_cap,1,1,2,c,1.0,0.005112940475789064
gdp_cap,1,2,1,c,0.6842105263157895,0.115182599453072
gdp_cap,1,2,1,ct,0.0,0.574480324100446
gdp_cap,1,2,1,ctt,0.0,0.5409826716751353
gdp_cap,1,2,1,n,0.16666666666666666,0.278617859718588
gdp_cap,1,2,2,c,0.9473684210526315,0.034296453514548436
gdp_cap,1,2,2,ct,0.0,0.6906903139212562
gdp_cap,1,2,2,ctt,0.0,0.846177165280762
gdp_cap,1,2,2,n,1.0,0.064826675262624
gdp_cap,1,4,1,c,0.3684210526315789,0.2679164576418329
gdp_cap,1,4,1,ct,0.08333333333333333,0.6392878917649693
gdp_cap,1,4,1,ctt,0.09090909090909091,0.6289845265867583
gdp_cap,1,4,1,n,0.2,0.38835716111719576
gdp_cap,1,4,2,c,0.5789473684210527,0.15371955450150984
gdp_cap,1,4,2,ct,0.0,0.5554625299021456
gdp_cap,1,4,2,ctt,0.0,0.6155418339925388
gdp_cap,1,4,2,n,0.875,0.054377151359655596
gdp_cap,1,8,1,c,0.21052631578947367,0.30121082922716447
gdp_cap,1,8,1,ct,0.0,0.6370125369987468
gdp_cap,1,8,1,ctt,0.06666666666666667,0.415553468057318
gdp_cap,1,8,1,n,0.07142857142857142,0.4066952495114357
gdp_cap,1,8,2,c,0.3684210526315789,0.230552082638676
gdp_cap,1,8,2,ct,0.08333333333333333,0.4215313391238371
gdp_cap,1,8,2,ctt,0.09090909090909091,0.5078670816973332
gdp_cap,1,8,2,n,0.6,0.07908631136873458
pop,0,0,1,c,0.15789473684210525,0.5835890771471295
pop,0,0,1,ct,0.125,0.541917810624741
pop,0,0,1,ctt,0.0,0.6519325258796804
pop,0,0,1,n,0.2857142857142857,0.626106020647053
pop,0,0,2,c,0.15789473684210525,0.5835890771471295
pop,0,0,2,ct,0.125,0.541917810624741
pop,0,0,2,ctt,0.0,0.6519325258796804
pop,0,0,2,n,0.2857142857142857,0.626106020647053
pop,0,1,1,c,0.42105263157894735,0.28022896025609756
pop,0,1,1,ct,0.0,0.5189665860247671
pop,0,1,1,ctt,0.09090909090909091,0.4794865562447081
pop,0,1,1,n,0.2,0.3405327754801375
pop,0,1,2,c,0.8421052631578947,0.052459802985603744
pop,0,1,2,ct,0.0,0.36084386474444036
pop,0,1,2,ctt,0.0,0.549719469884893
pop,0,1,2,n,1.0,0.03730783875245365
pop,0,2,1,c,0.2631578947368421,0.34511625915778066
pop,0,2,1,ct,0.07142857142857142,0.4895574834362337
pop,0,2,1,ctt,0.23076923076923078,0.4053484214948027
pop,0,2,1,n,0.2,0.30903346690471833
pop,0,2,2,c,0.5789473684210527,0.152277770370552
pop,0,2,2,ct,0.125,0.41781343672507554
pop,0,2,2,ctt,0.14285714285714285,0.45469579824843415
pop,0,2,2,n,0.8333333333333334,0.06832208062910723
pop,0,4,1,c,0.15789473684210525,0.42612790073450585
pop,0,4,1,ct,0.0,0.5220004869754419
pop,0,4,1,ctt,0.1875,0.575476945700395
pop,0,4,1,n,0.15384615384615385,0.2665433784432703
pop,0,4,2,c,0.2631578947368421,0.30140146711502064
pop,0,4,2,ct,0.14285714285714285,0.5052412974336488
pop,0,4,2,ctt,0.0,0.711784290595533
pop,0,4,2,n,0.5833333333333334,0.11915369369227981
pop,0,8,1,c,0.2631578947368421,0.32980339910109135
pop,0,8,1,ct,0.14285714285714285,0.5327535538064516
pop,0,8,1,ctt,0.0,0.5186468805141845
pop,0,8,1,n,0.3333333333333333,0.27661597657792697
pop,0,8,2,c,0.3157894736842105,0.26274593786314154
pop,0,8,2,ct,0.0,0.5560852234226249
pop,0,8,2,ctt,0.07692307692307693,0.6397086445584931
pop,0,8,2,n,0.6666666666666666,0.11634321061311209
pop,1,0,1,c,0.15789473684210525,0.5556050702355184
pop,1,0,1,ct,0.0625,0.5616120325870172
pop,1,0,1,ctt,0.06666666666666667,0.6119573994123418
pop,1,0,1,n,0.21428571428571427,0.6294381249509218
pop,1,0,2,c,0.15789473684210525,0.5556050702355184
pop,1,0,2,ct,0.0625,0.5616120325870172
pop,1,0,2,ctt,0.06666666666666667,0.6119573994123418
pop,1,0,2,n,0.21428571428571427,0.6294381249509218
pop,1,1,1,c,0.42105263157894735,0.2748822966878798
pop,1,1,1,ct,0.0,0.5138503562974506
pop,1,1,1,ctt,0.09090909090909091,0.5415372912410689
pop,1,1,1,n,0.2,0.33888139747310075
pop,1,1,2,c,0.8421052631578947,0.05193190619056555
pop,1,1,2,ct,0.0,0.3662599823944337
pop,1,1,2,ctt,0.0,0.5605753035429775
pop,1,1,2,n,1.0,0.056765030189357295
pop,1,2,1,c,0.3157894736842105,0.329476696258767
pop,1,2,1,ct,0.07692307692307693,0.5200715781660356
pop,1,2,1,ctt,0.16666666666666666,0.4335441627841992
pop,1,2,1,n,0.2,0.3031070726696919
pop,1,2,2,c,0.631578947368421,0.15063328951122984
pop,1,2,2,ct,0.2857142857142857,0.42473273968026687
pop,1,2,2,ctt,0.0,0.5505493865240739
pop,1,2,2,n,0.8,0.07828307233917838
pop,1,4,1,c,0.15789473684210525,0.38475879475883834
pop,1,4,1,ct,0.0,0.5312385994632333
pop,1,4,1,ctt,0.1875,0.5757988823505142
pop,1,4,1,n,0.15384615384615385,0.2563733465330419
pop,1,4,2,c,0.15789473684210525,0.3074089539825686
pop,1,4,2,ct,0.1875,0.44594355664176805
pop,1,4,2,ctt,0.0,0.6842261309344918
pop,1,4,2,n,0.6153846153846154,0.11502922663294365
pop,1,8,1,c,0.2631578947368421,0.3214872175182027
pop,1,8,1,ct,0.14285714285714285,0.5463021646820972
pop,1,8,1,ctt,0.0,0.5240330053516237
pop,1,8,1,n,0.3333333333333333,0.27020352139469767
pop,1,8,2,c,0.3157894736842105,0.2670139823434289
pop,1,8,2,ct,0.0,0.5553852622188455
pop,1,8,2,ctt,0.07692307692307693,0.6462091389243139
pop,1,8,2,n,0.5833333333333334,0.12135839312029945
