,country,date,year,month,infl
3459,romania,2008-04-01,2008,4,0.005
3460,romania,2008-05-01,2008,5,0.005
3461,romania,2008-06-01,2008,6,0.003
3462,romania,2008-07-01,2008,7,0.006999999999999999
3463,romania,2008-08-01,2008,8,-0.001
3464,romania,2008-09-01,2008,9,0.004
3465,romania,2008-10-01,2008,10,0.011000000000000001
3466,romania,2008-11-01,2008,11,0.003
3467,romania,2008-12-01,2008,12,0.002
3468,romania,2009-01-01,2009,1,0.012
3469,romania,2009-02-01,2009,2,0.008
3470,romania,2009-03-01,2009,3,0.005
3471,romania,2009-04-01,2009,4,0.003
3472,romania,2009-05-01,2009,5,0.0
3473,romania,2009-06-01,2009,6,0.002
3474,romania,2009-07-01,2009,7,-0.001
3475,romania,2009-08-01,2009,8,-0.002
3476,romania,2009-09-01,2009,9,0.004
3477,romania,2009-10-01,2009,10,0.004
3478,romania,2009-11-01,2009,11,0.006999999999999999
3479,romania,2009-12-01,2009,12,0.003
3480,romania,2010-01-01,2010,1,0.017
3481,romania,2010-02-01,2010,2,0.002
3482,romania,2010-03-01,2010,3,0.002
3483,romania,2010-04-01,2010,4,0.003
3484,romania,2010-05-01,2010,5,0.001
3485,romania,2010-06-01,2010,6,0.002
3486,romania,2010-07-01,2010,7,0.026000000000000002
3487,romania,2010-08-01,2010,8,0.002
3488,romania,2010-09-01,2010,9,0.006
3489,romania,2010-10-01,2010,10,0.005
3490,romania,2010-11-01,2010,11,0.005
3491,romania,2010-12-01,2010,12,0.005
3492,romania,2011-01-01,2011,1,0.008
3493,romania,2011-02-01,2011,2,0.008
3494,romania,2011-03-01,2011,3,0.006
3495,romania,2011-04-01,2011,4,0.006999999999999999
3496,romania,2011-05-01,2011,5,0.002
3497,romania,2011-06-01,2011,6,-0.003
3498,romania,2011-07-01,2011,7,-0.004
3499,romania,2011-08-01,2011,8,-0.003
3500,romania,2011-09-01,2011,9,-0.002
3501,romania,2011-10-01,2011,10,0.006
3502,romania,2011-11-01,2011,11,0.004
3503,romania,2011-12-01,2011,12,0.002
3504,romania,2012-01-01,2012,1,0.004
3505,romania,2012-02-01,2012,2,0.006999999999999999
3506,romania,2012-03-01,2012,3,0.005
3507,romania,2012-04-01,2012,4,0.001
3508,romania,2012-05-01,2012,5,0.003
3509,romania,2012-06-01,2012,6,-0.001
3510,romania,2012-07-01,2012,7,0.005
3511,romania,2012-08-01,2012,8,0.005
3512,romania,2012-09-01,2012,9,0.011000000000000001
3513,romania,2012-10-01,2012,10,0.002
3514,romania,2012-11-01,2012,11,-0.001
3515,romania,2012-12-01,2012,12,0.003
3516,romania,2013-01-01,2013,1,0.01
3517,romania,2013-02-01,2013,2,0.004
3518,romania,2013-03-01,2013,3,0.001
3519,romania,2013-04-01,2013,4,0.0
3520,romania,2013-05-01,2013,5,0.003
3521,romania,2013-06-01,2013,6,0.0
3522,romania,2013-07-01,2013,7,-0.005
3523,romania,2013-08-01,2013,8,-0.002
3524,romania,2013-09-01,2013,9,-0.004
3525,romania,2013-10-01,2013,10,0.003
3526,romania,2013-11-01,2013,11,0.0
3527,romania,2013-12-01,2013,12,0.004
3528,romania,2014-01-01,2014,1,0.008
3529,romania,2014-02-01,2014,2,0.005
3530,romania,2014-03-01,2014,3,0.001
3531,romania,2014-04-01,2014,4,0.003
3532,romania,2014-05-01,2014,5,0.0
3533,romania,2014-06-01,2014,6,-0.003
3534,romania,2014-07-01,2014,7,0.0
3535,romania,2014-08-01,2014,8,-0.004
3536,romania,2014-09-01,2014,9,0.001
3537,romania,2014-10-01,2014,10,0.002
3538,romania,2014-11-01,2014,11,-0.002
3539,romania,2014-12-01,2014,12,-0.001
3540,romania,2015-01-01,2015,1,0.003
3541,romania,2015-02-01,2015,2,0.004
3542,romania,2015-03-01,2015,3,0.005
3543,romania,2015-04-01,2015,4,0.002
3544,romania,2015-05-01,2015,5,0.006999999999999999
3545,romania,2015-06-01,2015,6,-0.025
3546,romania,2015-07-01,2015,7,-0.005
3547,romania,2015-08-01,2015,8,-0.006
3548,romania,2015-09-01,2015,9,0.003
3549,romania,2015-10-01,2015,10,0.003
3550,romania,2015-11-01,2015,11,0.003
3551,romania,2015-12-01,2015,12,0.002
3552,romania,2016-01-01,2016,1,-0.006
3553,romania,2016-02-01,2016,2,-0.003
3554,romania,2016-03-01,2016,3,0.002
3555,romania,2016-04-01,2016,4,0.0
3556,romania,2016-05-01,2016,5,0.003
3557,romania,2016-06-01,2016,6,-0.002
3558,romania,2016-07-01,2016,7,-0.002
3559,romania,2016-08-01,2016,8,0.0
3560,romania,2016-09-01,2016,9,-0.002
3561,romania,2016-10-01,2016,10,0.005
3562,romania,2016-11-01,2016,11,0.0
3563,romania,2016-12-01,2016,12,0.003
3564,romania,2017-01-01,2017,1,-0.001
3565,romania,2017-02-01,2017,2,-0.001
3566,romania,2017-03-01,2017,3,0.001
3567,romania,2017-04-01,2017,4,0.002
3568,romania,2017-05-01,2017,5,0.002
3569,romania,2017-06-01,2017,6,-0.001
3570,romania,2017-07-01,2017,7,0.0
3571,romania,2017-08-01,2017,8,-0.003
3572,romania,2017-09-01,2017,9,0.006
3573,romania,2017-10-01,2017,10,0.011000000000000001
3574,romania,2017-11-01,2017,11,0.006
3575,romania,2017-12-01,2017,12,0.003
3576,romania,2018-01-01,2018,1,0.006999999999999999
3577,romania,2018-02-01,2018,2,0.002
3578,romania,2018-03-01,2018,3,0.003
3579,romania,2018-04-01,2018,4,0.004
3580,romania,2018-05-01,2018,5,0.006
3581,romania,2018-06-01,2018,6,0.0
3582,romania,2018-07-01,2018,7,-0.004
3583,romania,2018-08-01,2018,8,0.001
3584,romania,2018-09-01,2018,9,0.006
3585,romania,2018-10-01,2018,10,0.006
3586,romania,2018-11-01,2018,11,-0.003
3587,romania,2018-12-01,2018,12,0.001
3588,romania,2019-01-01,2019,1,0.009000000000000001
3589,romania,2019-02-01,2019,2,0.01
3590,romania,2019-03-01,2019,3,0.005
3591,romania,2019-04-01,2019,4,0.006999999999999999
3592,romania,2019-05-01,2019,5,0.005
3593,romania,2019-06-01,2019,6,-0.004
3594,romania,2019-07-01,2019,7,-0.002
3595,romania,2019-08-01,2019,8,0.0
3596,romania,2019-09-01,2019,9,0.001
3597,romania,2019-10-01,2019,10,0.004
3598,romania,2019-11-01,2019,11,0.002
3599,romania,2019-12-01,2019,12,0.004
3600,slovakia,2000-01-01,2000,1,0.026000000000000002
3601,slovakia,2000-02-01,2000,2,0.034
3602,slovakia,2000-03-01,2000,3,0.004
3603,slovakia,2000-04-01,2000,4,-0.001
3604,slovakia,2000-05-01,2000,5,0.003
3605,slovakia,2000-06-01,2000,6,-0.001
3606,slovakia,2000-07-01,2000,7,0.0
3607,slovakia,2000-08-01,2000,8,0.001
3608,slovakia,2000-09-01,2000,9,0.006
3609,slovakia,2000-10-01,2000,10,0.004
3610,slovakia,2000-11-01,2000,11,0.004
3611,slovakia,2000-12-01,2000,12,0.002
3612,slovakia,2001-01-01,2001,1,0.017
3613,slovakia,2001-02-01,2001,2,0.023
3614,slovakia,2001-03-01,2001,3,0.006
3615,slovakia,2001-04-01,2001,4,0.004
3616,slovakia,2001-05-01,2001,5,0.005
3617,slovakia,2001-06-01,2001,6,0.001
3618,slovakia,2001-07-01,2001,7,0.004
3619,slovakia,2001-08-01,2001,8,-0.002
3620,slovakia,2001-09-01,2001,9,0.003
3621,slovakia,2001-10-01,2001,10,0.0
3622,slovakia,2001-11-01,2001,11,0.002
3623,slovakia,2001-12-01,2001,12,0.001
3624,slovakia,2002-01-01,2002,1,0.015
3625,slovakia,2002-02-01,2002,2,0.003
3626,slovakia,2002-03-01,2002,3,0.0
3627,slovakia,2002-04-01,2002,4,0.004
3628,slovakia,2002-05-01,2002,5,0.001
3629,slovakia,2002-06-01,2002,6,-0.004
3630,slovakia,2002-07-01,2002,7,-0.002
3631,slovakia,2002-08-01,2002,8,0.006
3632,slovakia,2002-09-01,2002,9,0.004
3633,slovakia,2002-10-01,2002,10,0.001
3634,slovakia,2002-11-01,2002,11,0.0
3635,slovakia,2002-12-01,2002,12,0.003
3636,slovakia,2003-01-01,2003,1,0.053
3637,slovakia,2003-02-01,2003,2,0.006
3638,slovakia,2003-03-01,2003,3,0.006
3639,slovakia,2003-04-01,2003,4,0.001
3640,slovakia,2003-05-01,2003,5,0.001
3641,slovakia,2003-06-01,2003,6,0.002
3642,slovakia,2003-07-01,2003,7,0.0
3643,slovakia,2003-08-01,2003,8,0.011000000000000001
3644,slovakia,2003-09-01,2003,9,0.006
3645,slovakia,2003-10-01,2003,10,0.002
3646,slovakia,2003-11-01,2003,11,0.002
3647,slovakia,2003-12-01,2003,12,0.002
3648,slovakia,2004-01-01,2004,1,0.043
3649,slovakia,2004-02-01,2004,2,0.006999999999999999
3650,slovakia,2004-03-01,2004,3,0.002
3651,slovakia,2004-04-01,2004,4,0.0
3652,slovakia,2004-05-01,2004,5,0.003
3653,slovakia,2004-06-01,2004,6,0.002
3654,slovakia,2004-07-01,2004,7,0.002
3655,slovakia,2004-08-01,2004,8,-0.001
3656,slovakia,2004-09-01,2004,9,0.002
3657,slovakia,2004-10-01,2004,10,0.002
3658,slovakia,2004-11-01,2004,11,-0.002
3659,slovakia,2004-12-01,2004,12,-0.001
3660,slovakia,2005-01-01,2005,1,0.017
3661,slovakia,2005-02-01,2005,2,0.001
3662,slovakia,2005-03-01,2005,3,0.0
3663,slovakia,2005-04-01,2005,4,0.002
3664,slovakia,2005-05-01,2005,5,0.001
3665,slovakia,2005-06-01,2005,6,0.004
3666,slovakia,2005-07-01,2005,7,-0.003
3667,slovakia,2005-08-01,2005,8,-0.001
3668,slovakia,2005-09-01,2005,9,0.003
3669,slovakia,2005-10-01,2005,10,0.013000000000000001
3670,slovakia,2005-11-01,2005,11,0.0
3671,slovakia,2005-12-01,2005,12,0.0
3672,slovakia,2006-01-01,2006,1,0.019
3673,slovakia,2006-02-01,2006,2,0.003
3674,slovakia,2006-03-01,2006,3,0.0
3675,slovakia,2006-04-01,2006,4,0.003
3676,slovakia,2006-05-01,2006,5,0.005
3677,slovakia,2006-06-01,2006,6,0.001
3678,slovakia,2006-07-01,2006,7,0.001
3679,slovakia,2006-08-01,2006,8,-0.001
3680,slovakia,2006-09-01,2006,9,-0.002
3681,slovakia,2006-10-01,2006,10,0.0
3682,slovakia,2006-11-01,2006,11,0.005
3683,slovakia,2006-12-01,2006,12,0.001
3684,slovakia,2007-01-01,2007,1,0.005
3685,slovakia,2007-02-01,2007,2,0.001
3686,slovakia,2007-03-01,2007,3,0.001
3687,slovakia,2007-04-01,2007,4,0.003
3688,slovakia,2007-05-01,2007,5,0.0
3689,slovakia,2007-06-01,2007,6,0.001
3690,slovakia,2007-07-01,2007,7,-0.001
3691,slovakia,2007-08-01,2007,8,-0.001
3692,slovakia,2007-09-01,2007,9,0.003
3693,slovakia,2007-10-01,2007,10,0.006999999999999999
3694,slovakia,2007-11-01,2007,11,0.004
3695,slovakia,2007-12-01,2007,12,0.003
3696,slovakia,2008-01-01,2008,1,0.012
3697,slovakia,2008-02-01,2008,2,0.003
3698,slovakia,2008-03-01,2008,3,0.003
3699,slovakia,2008-04-01,2008,4,0.003
3700,slovakia,2008-05-01,2008,5,0.004
3701,slovakia,2008-06-01,2008,6,0.004
3702,slovakia,2008-07-01,2008,7,0.0
3703,slovakia,2008-08-01,2008,8,-0.001
3704,slovakia,2008-09-01,2008,9,0.004
3705,slovakia,2008-10-01,2008,10,0.003
3706,slovakia,2008-11-01,2008,11,0.001
3707,slovakia,2008-12-01,2008,12,-0.001
3708,slovakia,2009-01-01,2009,1,0.004
3709,slovakia,2009-02-01,2009,2,0.0
3710,slovakia,2009-03-01,2009,3,-0.003
3711,slovakia,2009-04-01,2009,4,-0.001
3712,slovakia,2009-05-01,2009,5,0.001
3713,slovakia,2009-06-01,2009,6,0.0
3714,slovakia,2009-07-01,2009,7,-0.001
3715,slovakia,2009-08-01,2009,8,-0.002
3716,slovakia,2009-09-01,2009,9,0.0
3717,slovakia,2009-10-01,2009,10,0.002
3718,slovakia,2009-11-01,2009,11,0.003
3719,slovakia,2009-12-01,2009,12,-0.001
3720,slovakia,2010-01-01,2010,1,0.001
3721,slovakia,2010-02-01,2010,2,0.0
3722,slovakia,2010-03-01,2010,3,0.001
3723,slovakia,2010-04-01,2010,4,0.004
3724,slovakia,2010-05-01,2010,5,0.001
3725,slovakia,2010-06-01,2010,6,0.0
3726,slovakia,2010-07-01,2010,7,0.001
3727,slovakia,2010-08-01,2010,8,-0.001
3728,slovakia,2010-09-01,2010,9,0.0
3729,slovakia,2010-10-01,2010,10,0.0
3730,slovakia,2010-11-01,2010,11,0.003
3731,slovakia,2010-12-01,2010,12,0.002
3732,slovakia,2011-01-01,2011,1,0.021
3733,slovakia,2011-02-01,2011,2,0.003
3734,slovakia,2011-03-01,2011,3,0.004
3735,slovakia,2011-04-01,2011,4,0.005
3736,slovakia,2011-05-01,2011,5,0.003
3737,slovakia,2011-06-01,2011,6,-0.001
3738,slovakia,2011-07-01,2011,7,-0.002
3739,slovakia,2011-08-01,2011,8,0.001
3740,slovakia,2011-09-01,2011,9,0.003
3741,slovakia,2011-10-01,2011,10,0.002
3742,slovakia,2011-11-01,2011,11,0.005
3743,slovakia,2011-12-01,2011,12,0.0
3744,slovakia,2012-01-01,2012,1,0.015
3745,slovakia,2012-02-01,2012,2,0.002
3746,slovakia,2012-03-01,2012,3,0.003
3747,slovakia,2012-04-01,2012,4,0.002
3748,slovakia,2012-05-01,2012,5,0.001
3749,slovakia,2012-06-01,2012,6,0.002
3750,slovakia,2012-07-01,2012,7,-0.001
3751,slovakia,2012-08-01,2012,8,0.001
3752,slovakia,2012-09-01,2012,9,0.003
3753,slovakia,2012-10-01,2012,10,0.004
3754,slovakia,2012-11-01,2012,11,0.001
3755,slovakia,2012-12-01,2012,12,-0.001
3756,slovakia,2013-01-01,2013,1,0.006999999999999999
3757,slovakia,2013-02-01,2013,2,0.0
3758,slovakia,2013-03-01,2013,3,0.0
3759,slovakia,2013-04-01,2013,4,0.0
3760,slovakia,2013-05-01,2013,5,0.001
3761,slovakia,2013-06-01,2013,6,0.001
3762,slovakia,2013-07-01,2013,7,-0.001
3763,slovakia,2013-08-01,2013,8,-0.002
3764,slovakia,2013-09-01,2013,9,0.0
3765,slovakia,2013-10-01,2013,10,0.0
3766,slovakia,2013-11-01,2013,11,-0.002
3767,slovakia,2013-12-01,2013,12,-0.002
3768,slovakia,2014-01-01,2014,1,0.003
3769,slovakia,2014-02-01,2014,2,-0.001
3770,slovakia,2014-03-01,2014,3,0.0
3771,slovakia,2014-04-01,2014,4,0.0
3772,slovakia,2014-05-01,2014,5,0.003
3773,slovakia,2014-06-01,2014,6,0.001
3774,slovakia,2014-07-01,2014,7,-0.001
3775,slovakia,2014-08-01,2014,8,-0.002
3776,slovakia,2014-09-01,2014,9,0.001
3777,slovakia,2014-10-01,2014,10,0.001
3778,slovakia,2014-11-01,2014,11,-0.002
3779,slovakia,2014-12-01,2014,12,-0.003
3780,slovakia,2015-01-01,2015,1,-0.001
3781,slovakia,2015-02-01,2015,2,-0.002
3782,slovakia,2015-03-01,2015,3,0.002
3783,slovakia,2015-04-01,2015,4,0.003
3784,slovakia,2015-05-01,2015,5,0.003
3785,slovakia,2015-06-01,2015,6,0.001
3786,slovakia,2015-07-01,2015,7,-0.003
3787,slovakia,2015-08-01,2015,8,-0.002
3788,slovakia,2015-09-01,2015,9,-0.002
3789,slovakia,2015-10-01,2015,10,0.001
3790,slovakia,2015-11-01,2015,11,0.0
3791,slovakia,2015-12-01,2015,12,-0.004
3792,slovakia,2016-01-01,2016,1,-0.003
3793,slovakia,2016-02-01,2016,2,0.001
3794,slovakia,2016-03-01,2016,3,0.0
3795,slovakia,2016-04-01,2016,4,0.004
3796,slovakia,2016-05-01,2016,5,-0.001
3797,slovakia,2016-06-01,2016,6,0.001
3798,slovakia,2016-07-01,2016,7,-0.004
3799,slovakia,2016-08-01,2016,8,-0.001
3800,slovakia,2016-09-01,2016,9,0.0
3801,slovakia,2016-10-01,2016,10,0.003
3802,slovakia,2016-11-01,2016,11,0.001
3803,slovakia,2016-12-01,2016,12,0.001
3804,slovakia,2017-01-01,2017,1,0.003
3805,slovakia,2017-02-01,2017,2,0.005
3806,slovakia,2017-03-01,2017,3,-0.001
3807,slovakia,2017-04-01,2017,4,0.001
3808,slovakia,2017-05-01,2017,5,0.003
3809,slovakia,2017-06-01,2017,6,0.0
3810,slovakia,2017-07-01,2017,7,0.0
3811,slovakia,2017-08-01,2017,8,0.0
3812,slovakia,2017-09-01,2017,9,0.002
3813,slovakia,2017-10-01,2017,10,0.003
3814,slovakia,2017-11-01,2017,11,0.003
3815,slovakia,2017-12-01,2017,12,0.0
3816,slovakia,2018-01-01,2018,1,0.009000000000000001
3817,slovakia,2018-02-01,2018,2,0.002
3818,slovakia,2018-03-01,2018,3,0.002
3819,slovakia,2018-04-01,2018,4,0.006
3820,slovakia,2018-05-01,2018,5,0.0
3821,slovakia,2018-06-01,2018,6,0.001
3822,slovakia,2018-07-01,2018,7,-0.002
3823,slovakia,2018-08-01,2018,8,0.002
3824,slovakia,2018-09-01,2018,9,0.0
3825,slovakia,2018-10-01,2018,10,0.001
3826,slovakia,2018-11-01,2018,11,-0.001
3827,slovakia,2018-12-01,2018,12,-0.001
3828,slovakia,2019-01-01,2019,1,0.012
3829,slovakia,2019-02-01,2019,2,0.002
3830,slovakia,2019-03-01,2019,3,0.006999999999999999
3831,slovakia,2019-04-01,2019,4,0.002
3832,slovakia,2019-05-01,2019,5,0.004
3833,slovakia,2019-06-01,2019,6,0.001
3834,slovakia,2019-07-01,2019,7,0.001
3835,slovakia,2019-08-01,2019,8,0.002
3836,slovakia,2019-09-01,2019,9,0.001
3837,slovakia,2019-10-01,2019,10,-0.001
3838,slovakia,2019-11-01,2019,11,0.002
3839,slovakia,2019-12-01,2019,12,-0.001
3840,spain,2000-01-01,2000,1,0.004
3841,spain,2000-02-01,2000,2,0.002
3842,spain,2000-03-01,2000,3,0.005
3843,spain,2000-04-01,2000,4,0.004
3844,spain,2000-05-01,2000,5,0.002
3845,spain,2000-06-01,2000,6,0.003
3846,spain,2000-07-01,2000,7,0.006
3847,spain,2000-08-01,2000,8,0.004
3848,spain,2000-09-01,2000,9,0.004
3849,spain,2000-10-01,2000,10,0.002
3850,spain,2000-11-01,2000,11,0.003
3851,spain,2000-12-01,2000,12,0.003
3852,spain,2001-01-01,2001,1,-0.006999999999999999
3853,spain,2001-02-01,2001,2,0.0
3854,spain,2001-03-01,2001,3,0.008
3855,spain,2001-04-01,2001,4,0.009000000000000001
3856,spain,2001-05-01,2001,5,0.004
3857,spain,2001-06-01,2001,6,0.003
3858,spain,2001-07-01,2001,7,-0.006999999999999999
3859,spain,2001-08-01,2001,8,0.001
3860,spain,2001-09-01,2001,9,0.005
3861,spain,2001-10-01,2001,10,0.004
3862,spain,2001-11-01,2001,11,0.003
3863,spain,2001-12-01,2001,12,0.003
3864,spain,2002-01-01,2002,1,-0.002
3865,spain,2002-02-01,2002,2,0.001
3866,spain,2002-03-01,2002,3,0.009000000000000001
3867,spain,2002-04-01,2002,4,0.013999999999999999
3868,spain,2002-05-01,2002,5,0.003
3869,spain,2002-06-01,2002,6,0.0
3870,spain,2002-07-01,2002,7,-0.006999999999999999
3871,spain,2002-08-01,2002,8,0.003
3872,spain,2002-09-01,2002,9,0.003
3873,spain,2002-10-01,2002,10,0.009000000000000001
3874,spain,2002-11-01,2002,11,0.002
3875,spain,2002-12-01,2002,12,0.003
3876,spain,2003-01-01,2003,1,-0.004
3877,spain,2003-02-01,2003,2,0.002
3878,spain,2003-03-01,2003,3,0.008
3879,spain,2003-04-01,2003,4,0.008
3880,spain,2003-05-01,2003,5,-0.001
3881,spain,2003-06-01,2003,6,0.001
3882,spain,2003-07-01,2003,7,-0.006
3883,spain,2003-08-01,2003,8,0.005
3884,spain,2003-09-01,2003,9,0.002
3885,spain,2003-10-01,2003,10,0.006999999999999999
3886,spain,2003-11-01,2003,11,0.003
3887,spain,2003-12-01,2003,12,0.002
3888,spain,2004-01-01,2004,1,-0.008
3889,spain,2004-02-01,2004,2,0.001
3890,spain,2004-03-01,2004,3,0.006999999999999999
3891,spain,2004-04-01,2004,4,0.013999999999999999
3892,spain,2004-05-01,2004,5,0.006
3893,spain,2004-06-01,2004,6,0.002
3894,spain,2004-07-01,2004,7,-0.006999999999999999
3895,spain,2004-08-01,2004,8,0.005
3896,spain,2004-09-01,2004,9,0.002
3897,spain,2004-10-01,2004,10,0.01
3898,spain,2004-11-01,2004,11,0.002
3899,spain,2004-12-01,2004,12,-0.001
3900,spain,2005-01-01,2005,1,-0.01
3901,spain,2005-02-01,2005,2,0.002
3902,spain,2005-03-01,2005,3,0.009000000000000001
3903,spain,2005-04-01,2005,4,0.013999999999999999
3904,spain,2005-05-01,2005,5,0.002
3905,spain,2005-06-01,2005,6,0.003
3906,spain,2005-07-01,2005,7,-0.006
3907,spain,2005-08-01,2005,8,0.005
3908,spain,2005-09-01,2005,9,0.006
3909,spain,2005-10-01,2005,10,0.008
3910,spain,2005-11-01,2005,11,0.002
3911,spain,2005-12-01,2005,12,0.002
3912,spain,2006-01-01,2006,1,-0.005
3913,spain,2006-02-01,2006,2,0.001
3914,spain,2006-03-01,2006,3,0.006999999999999999
3915,spain,2006-04-01,2006,4,0.013999999999999999
3916,spain,2006-05-01,2006,5,0.004
3917,spain,2006-06-01,2006,6,0.002
3918,spain,2006-07-01,2006,7,-0.006
3919,spain,2006-08-01,2006,8,0.002
3920,spain,2006-09-01,2006,9,-0.002
3921,spain,2006-10-01,2006,10,0.004
3922,spain,2006-11-01,2006,11,0.002
3923,spain,2006-12-01,2006,12,0.003
3924,spain,2007-01-01,2007,1,-0.006999999999999999
3925,spain,2007-02-01,2007,2,0.001
3926,spain,2007-03-01,2007,3,0.008
3927,spain,2007-04-01,2007,4,0.013999999999999999
3928,spain,2007-05-01,2007,5,0.003
3929,spain,2007-06-01,2007,6,0.002
3930,spain,2007-07-01,2007,7,-0.006999999999999999
3931,spain,2007-08-01,2007,8,0.002
3932,spain,2007-09-01,2007,9,0.003
3933,spain,2007-10-01,2007,10,0.013000000000000001
3934,spain,2007-11-01,2007,11,0.006999999999999999
3935,spain,2007-12-01,2007,12,0.004
3936,spain,2008-01-01,2008,1,-0.006
3937,spain,2008-02-01,2008,2,0.001
3938,spain,2008-03-01,2008,3,0.009000000000000001
3939,spain,2008-04-01,2008,4,0.011000000000000001
3940,spain,2008-05-01,2008,5,0.006999999999999999
3941,spain,2008-06-01,2008,6,0.006
3942,spain,2008-07-01,2008,7,-0.005
3943,spain,2008-08-01,2008,8,-0.002
3944,spain,2008-09-01,2008,9,-0.001
3945,spain,2008-10-01,2008,10,0.003
3946,spain,2008-11-01,2008,11,-0.004
3947,spain,2008-12-01,2008,12,-0.005
3948,spain,2009-01-01,2009,1,-0.013000000000000001
3949,spain,2009-02-01,2009,2,0.0
3950,spain,2009-03-01,2009,3,0.002
3951,spain,2009-04-01,2009,4,0.01
3952,spain,2009-05-01,2009,5,0.0
3953,spain,2009-06-01,2009,6,0.005
3954,spain,2009-07-01,2009,7,-0.008
3955,spain,2009-08-01,2009,8,0.004
3956,spain,2009-09-01,2009,9,-0.002
3957,spain,2009-10-01,2009,10,0.006999999999999999
3958,spain,2009-11-01,2009,11,0.005
3959,spain,2009-12-01,2009,12,0.0
3960,spain,2010-01-01,2010,1,-0.015
3961,spain,2010-02-01,2010,2,-0.002
3962,spain,2010-03-01,2010,3,0.024
3963,spain,2010-04-01,2010,4,0.006999999999999999
3964,spain,2010-05-01,2010,5,0.0
3965,spain,2010-06-01,2010,6,0.001
3966,spain,2010-07-01,2010,7,-0.011000000000000001
3967,spain,2010-08-01,2010,8,0.002
3968,spain,2010-09-01,2010,9,0.009000000000000001
3969,spain,2010-10-01,2010,10,0.004
3970,spain,2010-11-01,2010,11,0.003
3971,spain,2010-12-01,2010,12,0.006
3972,spain,2011-01-01,2011,1,-0.013000000000000001
3973,spain,2011-02-01,2011,2,0.001
3974,spain,2011-03-01,2011,3,0.024
3975,spain,2011-04-01,2011,4,0.009000000000000001
3976,spain,2011-05-01,2011,5,-0.001
3977,spain,2011-06-01,2011,6,-0.002
3978,spain,2011-07-01,2011,7,-0.012
3979,spain,2011-08-01,2011,8,0.0
3980,spain,2011-09-01,2011,9,0.012
3981,spain,2011-10-01,2011,10,0.004
3982,spain,2011-11-01,2011,11,0.002
3983,spain,2011-12-01,2011,12,0.0
3984,spain,2012-01-01,2012,1,-0.017
3985,spain,2012-02-01,2012,2,0.0
3986,spain,2012-03-01,2012,3,0.022000000000000002
3987,spain,2012-04-01,2012,4,0.011000000000000001
3988,spain,2012-05-01,2012,5,-0.002
3989,spain,2012-06-01,2012,6,-0.002
3990,spain,2012-07-01,2012,7,-0.008
3991,spain,2012-08-01,2012,8,0.005
3992,spain,2012-09-01,2012,9,0.019
3993,spain,2012-10-01,2012,10,0.005
3994,spain,2012-11-01,2012,11,-0.002
3995,spain,2012-12-01,2012,12,0.0
3996,spain,2013-01-01,2013,1,-0.018000000000000002
3997,spain,2013-02-01,2013,2,0.001
3998,spain,2013-03-01,2013,3,0.019
3999,spain,2013-04-01,2013,4,0.001
4000,spain,2013-05-01,2013,5,0.001
4001,spain,2013-06-01,2013,6,0.001
4002,spain,2013-07-01,2013,7,-0.011000000000000001
4003,spain,2013-08-01,2013,8,0.002
4004,spain,2013-09-01,2013,9,0.008
4005,spain,2013-10-01,2013,10,0.0
4006,spain,2013-11-01,2013,11,0.0
4007,spain,2013-12-01,2013,12,0.0
4008,spain,2014-01-01,2014,1,-0.019
4009,spain,2014-02-01,2014,2,-0.001
4010,spain,2014-03-01,2014,3,0.016
4011,spain,2014-04-01,2014,4,0.006
4012,spain,2014-05-01,2014,5,0.0
4013,spain,2014-06-01,2014,6,0.0
4014,spain,2014-07-01,2014,7,-0.015
4015,spain,2014-08-01,2014,8,0.001
4016,spain,2014-09-01,2014,9,0.01
4017,spain,2014-10-01,2014,10,0.001
4018,spain,2014-11-01,2014,11,-0.002
4019,spain,2014-12-01,2014,12,-0.006999999999999999
4020,spain,2015-01-01,2015,1,-0.022000000000000002
4021,spain,2015-02-01,2015,2,0.001
4022,spain,2015-03-01,2015,3,0.02
4023,spain,2015-04-01,2015,4,0.006999999999999999
4024,spain,2015-05-01,2015,5,0.004
4025,spain,2015-06-01,2015,6,0.002
4026,spain,2015-07-01,2015,7,-0.015
4027,spain,2015-08-01,2015,8,-0.004
4028,spain,2015-09-01,2015,9,0.004
4029,spain,2015-10-01,2015,10,0.003
4030,spain,2015-11-01,2015,11,0.003
4031,spain,2015-12-01,2015,12,-0.004
4032,spain,2016-01-01,2016,1,-0.025
4033,spain,2016-02-01,2016,2,-0.004
4034,spain,2016-03-01,2016,3,0.02
4035,spain,2016-04-01,2016,4,0.005
4036,spain,2016-05-01,2016,5,0.005
4037,spain,2016-06-01,2016,6,0.004
4038,spain,2016-07-01,2016,7,-0.013000000000000001
4039,spain,2016-08-01,2016,8,0.0
4040,spain,2016-09-01,2016,9,0.006999999999999999
4041,spain,2016-10-01,2016,10,0.008
4042,spain,2016-11-01,2016,11,0.002
4043,spain,2016-12-01,2016,12,0.005
4044,spain,2017-01-01,2017,1,-0.01
4045,spain,2017-02-01,2017,2,-0.003
4046,spain,2017-03-01,2017,3,0.011000000000000001
4047,spain,2017-04-01,2017,4,0.009000000000000001
4048,spain,2017-05-01,2017,5,0.0
4049,spain,2017-06-01,2017,6,0.001
4050,spain,2017-07-01,2017,7,-0.012
4051,spain,2017-08-01,2017,8,0.002
