date,cows
2014-02-01,-0.1478432483974892
2014-03-01,0.0724592124715997
2014-04-01,-0.04665622526171731
2014-05-01,-0.0630038312366814
2014-06-01,-0.031613574917759735
2014-07-01,0.11170231568910083
2014-08-01,-0.07332927169458259
2014-09-01,0.17512978469930474
2014-10-01,0.1089297246762122
2014-11-01,-0.1365828102727562
2014-12-01,0.10676148289590515
2015-01-01,-0.1276657596984485
2015-02-01,-0.08923578923226216
2015-03-01,0.19122120222567673
2015-04-01,-0.11906479637927703
2015-05-01,-0.06929735500913381
2015-06-01,0.026482907446748527
2015-07-01,-0.039509911593622604
2015-08-01,0.032628084005942526
2015-09-01,0.14692579490377256
2015-10-01,0.010419265534693523
2015-11-01,0.025505160867982823
2015-12-01,0.006353163075186075
2016-01-01,-0.1615925746376412
2016-02-01,0.035667118748179405
