date,gdp_cap
2015-07-01,11.091807620964891
2015-08-01,11.094029831282244
2015-09-01,11.096243741931588
2015-10-01,11.09844940471891
2015-11-01,11.099795876369955
2015-12-01,11.101138775053515
2016-01-01,11.10247811617854
2016-02-01,11.10708719313919
2016-03-01,11.111666907482755
2016-04-01,11.116217586476772
2016-05-01,11.118378573217598
2016-06-01,11.120530120728205
2016-07-01,11.122672295667389
2016-08-01,11.123599607760022
2016-09-01,11.124524173996324
2016-10-01,11.125446006947787
2016-11-01,11.125530274244486
2016-12-01,11.125614441122627
2017-01-01,11.1256985077619
2017-02-01,11.125237655673239
2017-03-01,11.124777206508549
2017-04-01,11.1243171596909
2017-05-01,11.125583139884764
2017-06-01,11.126845866421803
2017-07-01,11.128105352831934
2017-08-01,11.132343811046882
