,country,series,log,diff_level1,diff_level2,regression,stationary,p_value
54,austria,gdp,0,0,1,c,1,0.037170817644230025
55,austria,gdp,0,0,2,c,1,0.01579089128512061
56,austria,gdp,0,0,12,c,0,0.10093134568764683
57,austria,gdp,0,0,12,ct,0,0.0632698271822987
58,austria,gdp,0,0,12,ctt,0,0.12026202554217641
59,austria,gdp,0,0,12,n,0,0.47916241080087396
60,austria,gdp,0,0,24,c,0,0.08442045680301619
61,austria,gdp,0,0,24,ct,0,0.05707142578508468
62,austria,gdp,0,0,24,ctt,0,0.08081631728360583
63,austria,gdp,0,0,24,n,0,0.5334456404362588
64,austria,gdp,0,1,0,c,1,0.037170817644230025
65,austria,gdp,0,1,1,c,1,5.646155827201268e-10
66,austria,gdp,0,1,2,c,1,7.271005493583691e-07
67,austria,gdp,0,1,12,c,1,0.0013288682544199976
68,austria,gdp,0,1,24,c,1,0.00655071662088727
69,austria,gdp,0,2,0,c,1,0.01579089128512061
70,austria,gdp,0,2,1,c,1,7.271005493583691e-07
71,austria,gdp,0,2,2,c,1,1.2476949303007272e-06
72,austria,gdp,0,2,12,c,1,0.0005846412615705978
73,austria,gdp,0,2,24,c,1,0.0035916134209139955
74,austria,gdp,0,12,0,c,0,0.10093134568764683
75,austria,gdp,0,12,0,ct,0,0.0632698271822987
76,austria,gdp,0,12,0,ctt,0,0.12026202554217641
77,austria,gdp,0,12,0,n,0,0.47916241080087396
78,austria,gdp,0,12,1,c,1,0.0013288682544199976
79,austria,gdp,0,12,2,c,1,0.0005846412615705978
80,austria,gdp,0,12,12,c,1,0.002001582701443214
81,austria,gdp,0,12,24,c,1,0.0005199569521120595
82,austria,gdp,0,24,0,c,0,0.08442045680301619
83,austria,gdp,0,24,0,ct,0,0.05707142578508468
84,austria,gdp,0,24,0,ctt,0,0.08081631728360583
85,austria,gdp,0,24,0,n,0,0.5334456404362588
86,austria,gdp,0,24,1,c,1,0.00655071662088727
87,austria,gdp,0,24,2,c,1,0.0035916134209139955
88,austria,gdp,0,24,12,c,1,0.0005199569521120595
89,austria,gdp,0,24,24,c,1,0.00016617683832625065
90,austria,gdp,1,0,0,c,0,0.9001265289763263
91,austria,gdp,1,0,0,ct,0,0.17057452521098848
92,austria,gdp,1,0,0,ctt,0,0.45608167886237294
93,austria,gdp,1,0,0,n,0,0.9999723796655247
94,austria,gdp,1,0,1,c,1,0.00892210471229227
95,austria,gdp,1,0,2,c,1,0.0018611953828738732
96,austria,gdp,1,0,12,c,1,0.01345062584368969
97,austria,gdp,1,0,24,c,1,0.0010808836718230732
98,austria,gdp,1,1,0,c,1,0.00892210471229227
99,austria,gdp,1,1,1,c,1,1.1529322151045334e-11
100,austria,gdp,1,1,2,c,1,2.7555234931433287e-07
101,austria,gdp,1,1,12,c,1,0.0020511961800024747
102,austria,gdp,1,1,24,c,1,0.012278038170051726
103,austria,gdp,1,2,0,c,1,0.0018611953828738732
104,austria,gdp,1,2,1,c,1,2.7555234931433287e-07
105,austria,gdp,1,2,2,c,1,6.654837484834845e-07
106,austria,gdp,1,2,12,c,1,0.0007532409211905261
107,austria,gdp,1,2,24,c,1,0.005472902058953571
108,austria,gdp,1,12,0,c,1,0.01345062584368969
109,austria,gdp,1,12,1,c,1,0.0020511961800024747
110,austria,gdp,1,12,2,c,1,0.0007532409211905261
111,austria,gdp,1,12,12,c,1,0.002865796384062355
112,austria,gdp,1,12,24,c,1,0.00038768970105932944
113,austria,gdp,1,24,0,c,1,0.0010808836718230732
114,austria,gdp,1,24,1,c,1,0.012278038170051726
115,austria,gdp,1,24,2,c,1,0.005472902058953571
116,austria,gdp,1,24,12,c,1,0.00038768970105932944
117,austria,gdp,1,24,24,c,1,9.534730804906455e-05
118,austria,pop,0,0,0,c,0,0.9854020384206952
119,austria,pop,0,0,0,ct,0,0.7785136706468274
120,austria,pop,0,0,0,ctt,0,0.4797935874745969
121,austria,pop,0,0,0,n,0,0.995941410922876
122,austria,pop,0,0,1,c,0,0.12494706387641186
123,austria,pop,0,0,1,ct,0,0.28327058705966146
124,austria,pop,0,0,1,ctt,0,0.5271929808467228
125,austria,pop,0,0,1,n,0,0.4303521173414878
126,austria,pop,0,0,2,c,0,0.32486531743012415
127,austria,pop,0,0,2,ct,0,0.5970868941359924
128,austria,pop,0,0,2,ctt,0,0.8427052937177799
129,austria,pop,0,0,2,n,0,0.4125040560698074
130,austria,pop,0,0,12,c,0,0.07171112365876961
131,austria,pop,0,0,12,ct,0,0.12606369758629254
132,austria,pop,0,0,12,ctt,0,0.2521949657861179
133,austria,pop,0,0,12,n,0,0.28552727059720995
134,austria,pop,0,0,24,c,0,0.14147324212363138
135,austria,pop,0,0,24,ct,0,0.28213972828311273
136,austria,pop,0,0,24,ctt,0,0.43335356040426526
137,austria,pop,0,0,24,n,0,0.376239909070987
138,austria,pop,0,1,0,c,0,0.12494706387641186
139,austria,pop,0,1,0,ct,0,0.28327058705966146
140,austria,pop,0,1,0,ctt,0,0.5271929808467228
141,austria,pop,0,1,0,n,0,0.4303521173414878
142,austria,pop,0,1,1,c,1,8.756956452209709e-05
143,austria,pop,0,1,2,c,1,0.0005672866556946757
144,austria,pop,0,1,12,c,1,0.013049992170424263
145,austria,pop,0,1,24,c,1,0.04157184318951491
146,austria,pop,0,2,0,c,0,0.32486531743012415
147,austria,pop,0,2,0,ct,0,0.5970868941359924
148,austria,pop,0,2,0,ctt,0,0.8427052937177799
149,austria,pop,0,2,0,n,0,0.4125040560698074
150,austria,pop,0,2,1,c,1,0.0005672866556946757
151,austria,pop,0,2,2,c,1,8.524533205493495e-05
152,austria,pop,0,2,12,c,1,0.003353588249710328
153,austria,pop,0,2,24,c,1,0.017670621892612693
154,austria,pop,0,12,0,c,0,0.07171112365876961
155,austria,pop,0,12,0,ct,0,0.12606369758629254
156,austria,pop,0,12,0,ctt,0,0.2521949657861179
157,austria,pop,0,12,0,n,0,0.28552727059720995
158,austria,pop,0,12,1,c,1,0.013049992170424263
159,austria,pop,0,12,2,c,1,0.003353588249710328
160,austria,pop,0,12,12,c,1,0.0028206656197831362
161,austria,pop,0,12,24,c,1,0.019831417744987808
162,austria,pop,0,24,0,c,0,0.14147324212363138
163,austria,pop,0,24,0,ct,0,0.28213972828311273
164,austria,pop,0,24,0,ctt,0,0.43335356040426526
165,austria,pop,0,24,0,n,0,0.376239909070987
166,austria,pop,0,24,1,c,1,0.04157184318951491
167,austria,pop,0,24,2,c,1,0.017670621892612693
168,austria,pop,0,24,12,c,1,0.019831417744987808
169,austria,pop,0,24,24,c,1,0.01616250629426205
170,austria,pop,1,0,0,c,0,0.9804807802366753
171,austria,pop,1,0,0,ct,0,0.7216106991378891
172,austria,pop,1,0,0,ctt,0,0.46137161785161274
173,austria,pop,1,0,0,n,0,0.9957505975702236
174,austria,pop,1,0,1,c,0,0.12098839065848965
175,austria,pop,1,0,1,ct,0,0.2991079199029815
176,austria,pop,1,0,1,ctt,0,0.5464276941437153
177,austria,pop,1,0,1,n,0,0.29390944076605097
178,austria,pop,1,0,2,c,0,0.30881353313363746
179,austria,pop,1,0,2,ct,0,0.598157727599714
180,austria,pop,1,0,2,ctt,0,0.8421605914453296
181,austria,pop,1,0,2,n,0,0.3994056013778587
182,austria,pop,1,0,12,c,0,0.06197208546573485
183,austria,pop,1,0,12,ct,0,0.1291650118438637
184,austria,pop,1,0,12,ctt,0,0.25961283186960304
185,austria,pop,1,0,12,n,0,0.2783536817191664
186,austria,pop,1,0,24,c,0,0.12203437218047797
187,austria,pop,1,0,24,ct,0,0.275350528904737
188,austria,pop,1,0,24,ctt,0,0.4212337971491879
189,austria,pop,1,0,24,n,0,0.36596914998712593
190,austria,pop,1,1,0,c,0,0.12098839065848965
191,austria,pop,1,1,0,ct,0,0.2991079199029815
192,austria,pop,1,1,0,ctt,0,0.5464276941437153
193,austria,pop,1,1,0,n,0,0.29390944076605097
194,austria,pop,1,1,1,c,1,9.593425004338202e-05
195,austria,pop,1,1,2,c,1,0.0005991904274253842
196,austria,pop,1,1,12,c,1,0.013191029571364195
197,austria,pop,1,1,24,c,1,0.04320053950536261
198,austria,pop,1,2,0,c,0,0.30881353313363746
199,austria,pop,1,2,0,ct,0,0.598157727599714
200,austria,pop,1,2,0,ctt,0,0.8421605914453296
201,austria,pop,1,2,0,n,0,0.3994056013778587
202,austria,pop,1,2,1,c,1,0.0005991904274253842
203,austria,pop,1,2,2,c,1,9.235110935308165e-05
204,austria,pop,1,2,12,c,1,0.003368474134186283
205,austria,pop,1,2,24,c,1,0.018849068883520646
206,austria,pop,1,12,0,c,0,0.06197208546573485
207,austria,pop,1,12,0,ct,0,0.1291650118438637
208,austria,pop,1,12,0,ctt,0,0.25961283186960304
209,austria,pop,1,12,0,n,0,0.2783536817191664
210,austria,pop,1,12,1,c,1,0.013191029571364195
211,austria,pop,1,12,2,c,1,0.003368474134186283
212,austria,pop,1,12,12,c,1,0.002996852070141154
213,austria,pop,1,12,24,c,1,0.021165880410320706
214,austria,pop,1,24,0,c,0,0.12203437218047797
215,austria,pop,1,24,0,ct,0,0.275350528904737
216,austria,pop,1,24,0,ctt,0,0.4212337971491879
217,austria,pop,1,24,0,n,0,0.36596914998712593
218,austria,pop,1,24,1,c,1,0.04320053950536261
219,austria,pop,1,24,2,c,1,0.018849068883520646
220,austria,pop,1,24,12,c,1,0.021165880410320706
221,austria,pop,1,24,24,c,1,0.01620283963031261
222,austria,co2_cap,0,0,0,c,0,0.14539619007790405
223,austria,co2_cap,0,0,0,ct,0,0.15169052240452202
224,austria,co2_cap,0,0,0,ctt,0,0.1236523229098263
225,austria,co2_cap,0,0,0,n,0,0.7357246058386573
226,austria,co2_cap,0,0,1,c,1,3.179287266533593e-08
227,austria,co2_cap,0,0,2,c,1,0.0013450553715511767
228,austria,co2_cap,0,0,12,c,1,2.2617100414206647e-06
229,austria,co2_cap,0,0,24,c,1,5.527976105920855e-07
230,austria,co2_cap,0,1,0,c,1,3.179287266533593e-08
231,austria,co2_cap,0,1,1,c,1,2.875962721842921e-19
232,austria,co2_cap,0,1,2,c,1,3.986223869152081e-20
233,austria,co2_cap,0,1,12,c,1,3.573816128223256e-08
234,austria,co2_cap,0,1,24,c,1,6.172477058917637e-15
235,austria,co2_cap,0,2,0,c,1,0.0013450553715511767
236,austria,co2_cap,0,2,1,c,1,3.986223869152081e-20
237,austria,co2_cap,0,2,2,c,1,1.1002504600644536e-18
238,austria,co2_cap,0,2,12,c,1,9.212739592194866e-08
239,austria,co2_cap,0,2,24,c,1,4.913529176177536e-05
240,austria,co2_cap,0,12,0,c,1,2.2617100414206647e-06
241,austria,co2_cap,0,12,1,c,1,3.573816128223256e-08
242,austria,co2_cap,0,12,2,c,1,9.212739592194866e-08
243,austria,co2_cap,0,12,12,c,1,9.260869594408201e-11
244,austria,co2_cap,0,12,24,c,1,0.0005085418744316933
245,austria,co2_cap,0,24,0,c,1,5.527976105920855e-07
246,austria,co2_cap,0,24,1,c,1,6.172477058917637e-15
247,austria,co2_cap,0,24,2,c,1,4.913529176177536e-05
248,austria,co2_cap,0,24,12,c,1,0.0005085418744316933
249,austria,co2_cap,0,24,24,c,1,3.0652557885059576e-08
250,austria,co2_cap,1,0,0,c,0,0.07305555315515057
251,austria,co2_cap,1,0,0,ct,0,0.10905632923062253
252,austria,co2_cap,1,0,0,ctt,0,0.1989222172866431
253,austria,co2_cap,1,0,0,n,0,0.09938118744294883
254,austria,co2_cap,1,0,1,c,1,5.757877115265967e-07
255,austria,co2_cap,1,0,2,c,1,2.6236088913974827e-05
256,austria,co2_cap,1,0,12,c,1,1.78375882936619e-05
257,austria,co2_cap,1,0,24,c,1,3.534799057687908e-06
258,austria,co2_cap,1,1,0,c,1,5.757877115265967e-07
259,austria,co2_cap,1,1,1,c,1,2.367378004908059e-18
260,austria,co2_cap,1,1,2,c,1,3.102013350152537e-19
261,austria,co2_cap,1,1,12,c,1,5.935614343162288e-08
262,austria,co2_cap,1,1,24,c,1,1.3524594303308092e-11
263,austria,co2_cap,1,2,0,c,1,2.6236088913974827e-05
264,austria,co2_cap,1,2,1,c,1,3.102013350153564e-19
265,austria,co2_cap,1,2,2,c,1,1.3398824867415593e-17
266,austria,co2_cap,1,2,12,c,1,3.575875172521118e-07
267,austria,co2_cap,1,2,24,c,1,7.693799622436063e-05
268,austria,co2_cap,1,12,0,c,1,1.78375882936619e-05
269,austria,co2_cap,1,12,1,c,1,5.935614343162571e-08
270,austria,co2_cap,1,12,2,c,1,3.575875172521053e-07
271,austria,co2_cap,1,12,12,c,1,1.033623092778875e-06
272,austria,co2_cap,1,12,24,c,1,0.0008669975785735342
273,austria,co2_cap,1,24,0,c,1,3.534799057687908e-06
274,austria,co2_cap,1,24,1,c,1,1.3524594303308871e-11
275,austria,co2_cap,1,24,2,c,1,7.693799622433141e-05
276,austria,co2_cap,1,24,12,c,1,0.0008669975785735283
277,austria,co2_cap,1,24,24,c,1,1.1665868619320817e-07
278,austria,gdp_cap,0,0,0,c,0,0.9947125410361851
279,austria,gdp_cap,0,0,0,ct,0,0.7319659029142702
280,austria,gdp_cap,0,0,0,ctt,0,0.427186242519296
281,austria,gdp_cap,0,0,0,n,0,0.9999489195571329
282,austria,gdp_cap,0,0,1,c,1,0.019792930955265277
283,austria,gdp_cap,0,0,2,c,1,0.005303061230482311
284,austria,gdp_cap,0,0,12,c,1,0.03806736744772391
285,austria,gdp_cap,0,0,24,c,1,0.03536039915149204
286,austria,gdp_cap,0,1,0,c,1,0.019792930955265277
287,austria,gdp_cap,0,1,1,c,1,3.6121531731391424e-10
288,austria,gdp_cap,0,1,2,c,1,8.358297539038944e-07
289,austria,gdp_cap,0,1,12,c,1,0.0016990461502217888
290,austria,gdp_cap,0,1,24,c,1,0.006003421721859029
291,austria,gdp_cap,0,2,0,c,1,0.005303061230482311
292,austria,gdp_cap,0,2,1,c,1,8.358297539038944e-07
293,austria,gdp_cap,0,2,2,c,1,1.3424245049169824e-06
294,austria,gdp_cap,0,2,12,c,1,0.0006991957223405385
295,austria,gdp_cap,0,2,24,c,1,0.005326340619169121
296,austria,gdp_cap,0,12,0,c,1,0.03806736744772391
297,austria,gdp_cap,0,12,1,c,1,0.0016990461502217888
298,austria,gdp_cap,0,12,2,c,1,0.0006991957223405385
299,austria,gdp_cap,0,12,12,c,1,0.002413822200101692
300,austria,gdp_cap,0,12,24,c,1,0.00046782555228230393
301,austria,gdp_cap,0,24,0,c,1,0.03536039915149204
302,austria,gdp_cap,0,24,1,c,1,0.006003421721859029
303,austria,gdp_cap,0,24,2,c,1,0.005326340619169121
304,austria,gdp_cap,0,24,12,c,1,0.00046782555228230393
305,austria,gdp_cap,0,24,24,c,1,0.0001462174099406449
306,austria,gdp_cap,1,0,0,c,0,0.855285252185018
307,austria,gdp_cap,1,0,0,ct,0,0.1768946540532768
308,austria,gdp_cap,1,0,0,ctt,0,0.35971480114398885
309,austria,gdp_cap,1,0,0,n,0,0.9999219085793845
310,austria,gdp_cap,1,0,1,c,1,0.009080546835025073
311,austria,gdp_cap,1,0,2,c,1,0.001733598613278473
312,austria,gdp_cap,1,0,12,c,1,0.011998592194560098
313,austria,gdp_cap,1,0,24,c,1,0.000745338311211523
314,austria,gdp_cap,1,1,0,c,1,0.009080546835025073
315,austria,gdp_cap,1,1,1,c,1,1.2677255706633206e-11
316,austria,gdp_cap,1,1,2,c,1,3.105086544674569e-07
317,austria,gdp_cap,1,1,12,c,1,0.0021781265745958183
318,austria,gdp_cap,1,1,24,c,1,0.01386233746787807
319,austria,gdp_cap,1,2,0,c,1,0.001733598613278473
320,austria,gdp_cap,1,2,1,c,1,3.105086544674569e-07
321,austria,gdp_cap,1,2,2,c,1,6.028897085408206e-07
322,austria,gdp_cap,1,2,12,c,1,0.000807234531378728
323,austria,gdp_cap,1,2,24,c,1,0.006362210639222131
324,austria,gdp_cap,1,12,0,c,1,0.011998592194560098
325,austria,gdp_cap,1,12,1,c,1,0.0021781265745958183
326,austria,gdp_cap,1,12,2,c,1,0.000807234531378728
327,austria,gdp_cap,1,12,12,c,1,0.003038302467087159
328,austria,gdp_cap,1,12,24,c,1,0.00032335459666694955
329,austria,gdp_cap,1,24,0,c,1,0.000745338311211523
330,austria,gdp_cap,1,24,1,c,1,0.01386233746787807
331,austria,gdp_cap,1,24,2,c,1,0.006362210639222131
332,austria,gdp_cap,1,24,12,c,1,0.00032335459666694955
333,austria,gdp_cap,1,24,24,c,1,8.180763456054396e-05
334,belgium,co2,0,0,0,c,0,0.4705903695627224
335,belgium,co2,0,0,0,ct,1,0.0009648905295613295
336,belgium,co2,0,0,1,c,1,4.479581582268218e-10
337,belgium,co2,0,0,2,c,1,1.4237589718751646e-15
338,belgium,co2,0,0,12,c,1,1.2444938592852582e-08
339,belgium,co2,0,0,24,c,1,3.6268355139544143e-19
340,belgium,co2,0,1,0,c,1,4.479581582268218e-10
341,belgium,co2,0,1,1,c,1,1.4647603219610134e-19
342,belgium,co2,0,1,2,c,1,7.447671267816675e-21
343,belgium,co2,0,1,12,c,1,6.927528938929595e-10
344,belgium,co2,0,1,24,c,1,7.059327160904302e-10
345,belgium,co2,0,2,0,c,1,1.4237589718751646e-15
346,belgium,co2,0,2,1,c,1,7.447671267816675e-21
347,belgium,co2,0,2,2,c,1,8.126998209190359e-11
348,belgium,co2,0,2,12,c,1,2.2399555283743904e-11
349,belgium,co2,0,2,24,c,1,1.4176940617464567e-10
350,belgium,co2,0,12,0,c,1,1.2444938592852582e-08
351,belgium,co2,0,12,1,c,1,6.927528938929595e-10
352,belgium,co2,0,12,2,c,1,2.2399555283743904e-11
353,belgium,co2,0,12,12,c,1,9.234452995223597e-08
354,belgium,co2,0,12,24,c,1,0.000569401248229346
355,belgium,co2,0,24,0,c,1,3.6268355139544143e-19
356,belgium,co2,0,24,1,c,1,7.059327160904302e-10
357,belgium,co2,0,24,2,c,1,1.4176940617464567e-10
358,belgium,co2,0,24,12,c,1,0.000569401248229346
359,belgium,co2,0,24,24,c,1,8.19176086965594e-18
360,belgium,co2,1,0,0,c,0,0.4699155852142387
361,belgium,co2,1,0,0,ct,1,0.00043619540208747194
362,belgium,co2,1,0,1,c,1,6.201883501809791e-09
363,belgium,co2,1,0,2,c,1,9.128605182719849e-07
364,belgium,co2,1,0,12,c,1,2.411293880334839e-08
365,belgium,co2,1,0,24,c,1,5.987455204263826e-19
366,belgium,co2,1,1,0,c,1,6.201883501809791e-09
367,belgium,co2,1,1,1,c,1,3.426559193863642e-19
368,belgium,co2,1,1,2,c,1,1.4331659002932818e-20
369,belgium,co2,1,1,12,c,1,1.8468595742840242e-10
370,belgium,co2,1,1,24,c,1,1.1420424336619989e-09
371,belgium,co2,1,2,0,c,1,9.128605182719849e-07
372,belgium,co2,1,2,1,c,1,1.4331659002932818e-20
373,belgium,co2,1,2,2,c,1,4.94535557388176e-10
374,belgium,co2,1,2,12,c,1,1.0992052661380137e-11
375,belgium,co2,1,2,24,c,1,4.891328864743364e-07
376,belgium,co2,1,12,0,c,1,2.411293880334839e-08
377,belgium,co2,1,12,1,c,1,1.8468595742840242e-10
378,belgium,co2,1,12,2,c,1,1.0992052661380137e-11
379,belgium,co2,1,12,12,c,1,8.860756234685072e-07
380,belgium,co2,1,12,24,c,1,0.0005574522518383367
381,belgium,co2,1,24,0,c,1,5.987455204263826e-19
382,belgium,co2,1,24,1,c,1,1.1420424336619989e-09
383,belgium,co2,1,24,2,c,1,4.891328864743364e-07
384,belgium,co2,1,24,12,c,1,0.0005574522518383367
385,belgium,co2,1,24,24,c,1,2.007754891101111e-17
386,belgium,gdp,0,0,0,c,0,1.0
387,belgium,gdp,0,0,0,ct,0,1.0
388,belgium,gdp,0,0,0,ctt,0,0.8773570943730897
389,belgium,gdp,0,0,0,n,0,0.9999955220825878
390,belgium,gdp,0,0,1,c,0,0.6331320557109807
391,belgium,gdp,0,0,1,ct,0,0.3229033400468939
392,belgium,gdp,0,0,1,ctt,0,0.21211745353403244
393,belgium,gdp,0,0,1,n,0,0.7942333825125765
394,belgium,gdp,0,0,2,c,0,0.6432455278939879
395,belgium,gdp,0,0,2,ct,0,0.3337726346985632
396,belgium,gdp,0,0,2,ctt,0,0.22666886302741734
397,belgium,gdp,0,0,2,n,0,0.7954106049937304
398,belgium,gdp,0,0,12,c,0,0.5897070961969824
399,belgium,gdp,0,0,12,ct,0,0.1162370505263729
400,belgium,gdp,0,0,12,ctt,0,0.0750697674574589
401,belgium,gdp,0,0,12,n,0,0.7836968572525049
402,belgium,gdp,0,0,24,c,0,0.6761668732765168
403,belgium,gdp,0,0,24,ct,0,0.18472809888372138
404,belgium,gdp,0,0,24,ctt,0,0.08639025221129243
405,belgium,gdp,0,0,24,n,0,0.8305908538313855
406,belgium,gdp,0,1,0,c,0,0.6331320557109807
407,belgium,gdp,0,1,0,ct,0,0.3229033400468939
408,belgium,gdp,0,1,0,ctt,0,0.21211745353403244
409,belgium,gdp,0,1,0,n,0,0.7942333825125765
410,belgium,gdp,0,1,1,c,1,3.261442136983507e-08
411,belgium,gdp,0,1,2,c,1,1.4530590236147003e-08
412,belgium,gdp,0,1,12,c,1,0.006710739508584407
413,belgium,gdp,0,1,24,c,1,0.009129278987615817
414,belgium,gdp,0,2,0,c,0,0.6432455278939879
415,belgium,gdp,0,2,0,ct,0,0.3337726346985632
416,belgium,gdp,0,2,0,ctt,0,0.22666886302741734
417,belgium,gdp,0,2,0,n,0,0.7954106049937304
418,belgium,gdp,0,2,1,c,1,1.4530590236147003e-08
419,belgium,gdp,0,2,2,c,1,7.690769276159683e-08
420,belgium,gdp,0,2,12,c,1,0.0012761758405448352
421,belgium,gdp,0,2,24,c,1,0.00763613463046174
422,belgium,gdp,0,12,0,c,0,0.5897070961969824
423,belgium,gdp,0,12,0,ct,0,0.1162370505263729
424,belgium,gdp,0,12,0,ctt,0,0.0750697674574589
425,belgium,gdp,0,12,0,n,0,0.7836968572525049
426,belgium,gdp,0,12,1,c,1,0.006710739508584407
427,belgium,gdp,0,12,2,c,1,0.0012761758405448352
428,belgium,gdp,0,12,12,c,1,0.00019242327305058556
429,belgium,gdp,0,12,24,c,1,0.0005832861744326116
430,belgium,gdp,0,24,0,c,0,0.6761668732765168
431,belgium,gdp,0,24,0,ct,0,0.18472809888372138
432,belgium,gdp,0,24,0,ctt,0,0.08639025221129243
433,belgium,gdp,0,24,0,n,0,0.8305908538313855
434,belgium,gdp,0,24,1,c,1,0.009129278987615817
435,belgium,gdp,0,24,2,c,1,0.00763613463046174
436,belgium,gdp,0,24,12,c,1,0.0005832861744326116
437,belgium,gdp,0,24,24,c,1,0.004558195057762139
438,belgium,gdp,1,0,0,c,0,0.9911050272262497
439,belgium,gdp,1,0,0,ct,0,0.5008471044575968
440,belgium,gdp,1,0,0,ctt,0,0.8668209482169371
441,belgium,gdp,1,0,0,n,0,0.999991983674702
442,belgium,gdp,1,0,1,c,1,0.03457242968252722
443,belgium,gdp,1,0,2,c,1,0.038661835664399694
444,belgium,gdp,1,0,12,c,1,0.0030050898843331972
445,belgium,gdp,1,0,24,c,1,0.009375107612251255
446,belgium,gdp,1,1,0,c,1,0.03457242968252722
447,belgium,gdp,1,1,1,c,1,4.318777197678762e-09
448,belgium,gdp,1,1,2,c,1,1.631164288040246e-09
449,belgium,gdp,1,1,12,c,1,0.009110457092824863
450,belgium,gdp,1,1,24,c,1,0.001612691690398903
451,belgium,gdp,1,2,0,c,1,0.038661835664399694
452,belgium,gdp,1,2,1,c,1,1.631164288040246e-09
453,belgium,gdp,1,2,2,c,1,1.7108160508702797e-08
454,belgium,gdp,1,2,12,c,1,0.0009539991380923419
455,belgium,gdp,1,2,24,c,1,0.006291632908183058
456,belgium,gdp,1,12,0,c,1,0.0030050898843331972
457,belgium,gdp,1,12,1,c,1,0.009110457092824863
458,belgium,gdp,1,12,2,c,1,0.0009539991380923419
459,belgium,gdp,1,12,12,c,1,6.800039982469967e-05
460,belgium,gdp,1,12,24,c,1,8.637222673963505e-05
461,belgium,gdp,1,24,0,c,1,0.009375107612251255
462,belgium,gdp,1,24,1,c,1,0.001612691690398903
463,belgium,gdp,1,24,2,c,1,0.006291632908183058
464,belgium,gdp,1,24,12,c,1,8.637222673963505e-05
465,belgium,gdp,1,24,24,c,1,0.0022474563910724788
466,belgium,pop,0,0,0,c,0,0.9203200183352765
467,belgium,pop,0,0,0,ct,0,0.6328549427263608
468,belgium,pop,0,0,0,ctt,0,0.8085347643838084
469,belgium,pop,0,0,0,n,0,0.9995617011236335
470,belgium,pop,0,0,1,c,1,0.03286004267855555
